precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","NAGY NORBERT-voturi","PÁL ISTVÁN-CSABA-voturi","ÁBRAHÁM-PÉTERFI RÓBERT-voturi"
21,HARGHITA,"CAMINUL CULTURAL",159,LELICENI,86479,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:49:57",555,552,1,2,0,320,318,0,2,0,308,12,600,280,213,5,26,24,40
21,HARGHITA,"CAMINUL CULTURAL",160,LELICENI,86479,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:56:58",405,401,0,3,1,246,242,0,3,1,234,8,460,218,164,5,15,6,44
21,HARGHITA,"SEDIU ADMINISTRATIV",161,LELICENI,86479,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:24:52",936,933,1,2,0,562,560,0,2,0,529,33,1000,438,370,43,81,23,12
