precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL DE CENTRU-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA ELECTORALĂ PSD-PUSL-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"CLUBUL ”MINERUL”",409,"FILIPEŞTII DE PĂDURE",133161,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:19",983,976,0,5,2,602,595,0,5,2,585,17,1100,498,129,171,52,5,7,172,49
31,PRAHOVA,"GRADINIȚA NR.1",413,"FILIPEŞTII DE PĂDURE",133161,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:38:10",1087,1077,0,7,3,576,566,0,7,3,526,50,1200,624,173,96,35,8,3,195,16
31,PRAHOVA,"GRADINIȚA NR. 2",414,"FILIPEŞTII DE PĂDURE",133161,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:06:04",958,942,1,13,2,569,554,0,13,2,546,23,1000,431,216,106,58,8,7,139,12
31,PRAHOVA,"LICEUL TEHNOLOGIC",415,"FILIPEŞTII DE PĂDURE",133161,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:34:59",1070,1059,0,11,0,577,566,0,11,0,543,34,1182,605,123,144,31,19,1,195,30
31,PRAHOVA,"LICEUL TEORETIC",411,"FILIPEŞTII DE PĂDURE",133161,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:32:26",1472,1462,0,8,2,885,875,0,8,2,843,34,1600,723,177,261,104,28,9,215,49
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”IOAN MOGA”",412,"FILIPEŞTII DE PĂDURE",133161,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:20:19",1200,1183,0,14,3,681,664,0,14,3,632,46,1300,622,160,127,75,13,6,235,16
31,PRAHOVA,"ȘCOALA VECHE",410,"FILIPEŞTII DE PĂDURE",133161,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:34:46",1528,1517,0,8,3,959,948,0,8,3,917,42,1700,741,181,278,88,21,20,256,73
