precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHIRILĂ MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","MAXIM STELIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CIOBANU CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANASTASIEI ROMICĂ-ANDREI-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 1",163,BLÂNDEŞTI,39983,1,PART,PRCNCT,P,P_SV,"2024-06-10 22:08:36",586,576,0,1,9,319,309,0,1,9,312,7,605,286,111,145,27,29
7,BOTOŞANI,"SCOALA PRIMARA NR.2 CERCHEJENI",164,BLÂNDEŞTI,39983,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:41:16",653,628,1,11,13,383,358,1,11,13,365,18,700,317,116,80,105,64
7,BOTOŞANI,"SCOLA PRIMARA NR. 3",165,BLÂNDEŞTI,39983,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:07",331,326,0,4,1,207,202,0,4,1,203,4,392,185,75,95,21,12
