precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","GUZGAN VASILE-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ PUNTIŞENI",254,COSTEŞTI,163137,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:44:41",200,194,0,6,0,105,99,0,6,0,102,3,200,95,3,37,53,3,5,1
39,VASLUI,"ŞCOALA GIMNAZIALĂ SFÂNTUL IERARH LUCA COSTEȘTI",250,COSTEŞTI,163137,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:31",1377,1374,0,3,0,621,618,0,3,0,589,32,1420,799,46,211,240,15,53,24
39,VASLUI,"ŞCOALA PRIMARĂ CHIŢCANI",251,COSTEŞTI,163137,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:01:06",255,250,0,5,0,114,109,0,5,0,108,6,300,186,8,24,68,1,7,0
39,VASLUI,"ŞCOALA PRIMARĂ DINGA",252,COSTEŞTI,163137,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:31:02",103,96,0,7,0,61,54,0,7,0,58,3,100,39,8,23,24,1,2,0
39,VASLUI,"ŞCOALA PRIMARĂ PÎRVEŞTI",253,COSTEŞTI,163137,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:33:13",80,71,0,7,2,60,51,0,7,2,56,4,100,40,3,8,45,0,0,0
39,VASLUI,"ŞCOALA PRIMARĂ RĂDEŞTI",255,COSTEŞTI,163137,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:30:17",104,99,0,5,0,59,54,0,5,0,54,5,200,141,5,20,14,10,5,0
