precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HRISCU VALERIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BANGĂU MARIUS-PARTIDUL NAȚIONAL LIBERAL-voturi"
39,VASLUI,"CĂMIN CULTURAL",367,LIPOVĂŢ,164687,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:43",480,472,0,8,0,223,215,0,8,0,214,9,500,277,161,53
39,VASLUI,"CENTRUL CULTURAL ”ȘTEFAN CIOBOTĂRAȘU” SAT LIPOVAȚ",363,LIPOVĂŢ,164687,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:26:04",1311,1307,0,3,1,665,661,0,3,1,647,14,1479,818,445,202
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”SPĂTAR ŞTEFAN ANGHELUȚĂ” SAT CHIŢOC",365,LIPOVĂŢ,164687,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:49:06",830,825,1,4,0,360,356,0,4,0,338,22,900,540,301,37
39,VASLUI,"ŞCOALA PRIMARĂ SAT CĂPUŞNENI",364,LIPOVĂŢ,164687,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:05:30",200,194,0,6,0,107,101,0,6,0,106,1,200,93,98,8
39,VASLUI,"ŞCOALA PRIMARĂ SAT CORBU",366,LIPOVĂŢ,164687,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:06:49",440,435,0,5,0,219,214,0,5,0,209,10,500,281,134,75
