precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","FĂRCAŞ ALEXANDRU-voturi","SZILÁGYI ISTVÁN-voturi"
13,CLUJ,"CĂMIN CULTURAL",615,SĂVĂDISLA,59327,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:48:39",232,227,0,5,0,151,146,0,5,0,148,3,251,100,8,4,115,13,5,0,3,0
13,CLUJ,"CĂMINUL CULTURAL",613,SĂVĂDISLA,59327,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:35:43",253,240,0,6,7,182,169,0,6,7,180,2,274,92,5,5,143,23,2,0,2,0
13,CLUJ,"CĂMINUL CULTURAL",616,SĂVĂDISLA,59327,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:30:14",43,37,0,6,0,33,27,0,6,0,33,0,43,10,9,3,14,1,1,2,0,3
13,CLUJ,"CĂMINUL CULTURAL",617,SĂVĂDISLA,59327,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:43",798,754,3,16,25,565,524,0,16,25,559,6,859,294,11,426,22,2,2,31,3,62
13,CLUJ,"CĂMINUL CULTURAL",610,SĂVĂDISLA,59327,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:47:32",881,850,4,6,21,627,598,2,6,21,617,10,962,335,5,457,74,6,3,40,8,24
13,CLUJ,"ŞCOALA CU CLASELE I-IV",614,SĂVĂDISLA,59327,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:38:19",309,295,0,3,11,204,190,0,3,11,201,3,339,135,5,177,11,2,1,3,0,2
13,CLUJ,"ŞCOALA CU CLASELE I-VIII",612,SĂVĂDISLA,59327,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:43:39",377,367,1,7,2,259,249,1,7,2,234,25,415,156,49,3,29,61,3,0,85,4
13,CLUJ,"ŞCOALA CU CLASELE I-VIII",611,SĂVĂDISLA,59327,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:24",663,643,1,12,7,418,399,0,12,7,400,18,708,290,23,6,185,59,108,0,14,5
