precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BIRÓ ROZÁLIA-IBOLYA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MADAR MARIUS-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PALAGHIANU DANIEL-CRISTIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","MOZA COSTEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BIRTA FLORIN-ALIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BOROŞ ANDREI-CRISTIAN-BOGDAN-PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi","CSOMORTÁNYI ISTVÁN-CSABA-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 56",32,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:41:54",1943,1915,20,8,0,818,810,0,8,0,803,15,2104,1286,41,59,14,25,648,4,12
5,BIHOR,"LICEUL DE ARTE",75,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:04:47",1507,1491,8,8,0,682,674,0,8,0,678,4,1634,952,69,72,15,22,465,6,29
5,BIHOR,"LICEUL DE ARTE",77,"MUNICIPIUL ORADEA",26564,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:11",1235,1217,9,8,1,522,513,0,8,1,515,7,1260,738,111,52,10,12,309,2,19
5,BIHOR,"LICEUL DE ARTE",73,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:34",1510,1489,15,6,0,657,651,0,6,0,649,8,1679,1022,81,50,18,20,460,5,15
5,BIHOR,"LICEUL DE ARTE",79,"MUNICIPIUL ORADEA",26564,3,PART,PRCNCT,P,P_SV,"2024-06-10 10:58:37",1005,979,12,4,10,422,407,1,4,10,418,4,1123,701,105,37,13,18,213,3,29
5,BIHOR,"LICEUL DE ARTE",78,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:32:52",1433,1413,12,7,1,599,591,0,7,1,590,9,1552,953,82,36,9,6,445,2,10
5,BIHOR,"LICEUL DE ARTE",76,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:47:33",1224,1209,5,10,0,507,497,0,10,0,499,8,1357,850,69,37,13,13,349,4,14
5,BIHOR,"LICEUL DE ARTE",74,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:25:02",1397,1374,12,11,0,646,635,0,11,0,634,12,1548,902,49,48,29,17,475,4,12
5,BIHOR,"LICEUL GRECO-CATOLIC ”IULIU MANIU”",128,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:42",1026,1011,7,8,0,353,345,0,8,0,345,8,1119,766,75,33,12,15,182,7,21
5,BIHOR,"LICEUL GRECO-CATOLIC ”IULIU MANIU”",129,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:12",1034,1025,2,6,1,336,329,0,6,1,328,8,1163,827,59,23,7,23,208,1,7
5,BIHOR,"LICEUL ORTODOX ” EPISCOP ROMAN CIOROGARIU ”",116,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:09",2007,1880,78,9,40,950,899,2,9,40,944,6,2466,1516,149,83,36,32,598,10,36
5,BIHOR,"LICEUL ORTODOX ” EPISCOP ROMAN CIOROGARIU ”",115,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:37:25",1145,1084,35,6,20,475,451,0,6,18,472,3,1440,965,68,40,16,17,302,4,25
5,BIHOR,"LICEUL ORTODOX ”EPISCOP ROMAN CIOROGARIU”",62,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:08",1380,1366,6,8,0,605,597,0,8,0,597,8,1538,932,103,30,7,19,409,2,27
5,BIHOR,"LICEUL ORTODOX ”EPISCOP ROMAN CIOROGARIU”",60,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:38",805,795,2,8,0,319,311,0,8,0,311,8,903,584,49,21,9,12,208,2,10
5,BIHOR,"LICEUL ORTODOX ”EPISCOP ROMAN CIOROGARIU”",59,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:31:19",787,778,0,9,0,361,352,0,9,0,354,7,851,490,59,34,7,15,220,0,19
5,BIHOR,"LICEUL ORTODOX ”EPISCOP ROMAN CIOROGARIU”",58,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:01",763,751,4,7,1,283,275,0,7,1,281,2,817,534,39,28,7,9,183,1,14
5,BIHOR,"LICEUL ORTODOX ”EPISCOP ROMAN CIOROGARIU”",61,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:24:59",1141,1128,6,7,0,477,470,0,7,0,472,5,1282,805,80,31,8,11,340,1,1
5,BIHOR,"LICEUL ORTODOX ”EPISCOP ROMAN CIOROGARIU”",63,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:40:24",1230,1212,6,8,4,516,504,0,8,4,503,5,1338,830,99,48,20,11,287,5,33
5,BIHOR,"LICEUL REFORMAT ”LORANTFFY ZSUZSANNA”",124,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:00:29",1388,1320,31,9,28,533,496,0,9,28,528,5,1772,1239,78,52,24,15,326,4,29
5,BIHOR,"LICEUL SANITAR ”VASILE VOICULESCU”",4,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:10:59",1257,1239,6,11,1,458,446,0,11,1,452,6,1390,932,79,31,7,22,289,2,22
5,BIHOR,"LICEUL SANITAR ”VASILE VOICULESCU”",3,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:03:16",1192,1183,2,7,0,429,422,0,7,0,420,9,1351,922,61,42,9,16,278,3,11
5,BIHOR,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCUȘI”",90,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:17:05",1474,1465,1,8,0,569,561,0,8,0,531,38,1609,1040,75,48,8,16,375,5,4
5,BIHOR,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCUȘI”",91,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:03",1432,1422,2,7,1,577,569,0,7,1,567,10,1617,1040,61,54,13,46,377,9,7
5,BIHOR,"LICEUL TEOLOGIC BAPTIST „EMANUEL” - SALA DE SPORT",144,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:34:35",1226,1163,53,10,0,563,552,1,10,0,559,4,1277,714,32,60,17,17,416,6,11
5,BIHOR,"LICEUL TEORETIC ”ADY ENDRE”",123,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:04:35",1318,1180,96,12,30,524,482,0,12,30,518,6,1430,906,100,55,24,10,304,4,21
5,BIHOR,"LICEUL TEORETIC ”AUREL LAZĂR”",127,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:35:11",1410,1375,27,7,1,373,365,0,7,1,365,8,1538,1165,50,46,10,13,229,9,8
5,BIHOR,"LICEUL TEORETIC GERMAN ”FRIEDRICH SCHILLER”",137,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:48",1458,1427,23,7,1,559,551,0,7,1,543,16,1566,1007,123,39,21,21,307,4,28
5,BIHOR,"LICEUL TEORETIC GERMAN ”FRIEDRICH SCHILLER”",138,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:15:34",1139,1073,51,14,1,438,424,0,14,0,431,7,1174,736,46,29,17,13,315,4,7
5,BIHOR,"LICEUL TEORETIC GERMAN ”FRIEDRICH SCHILLER”",136,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:45:51",876,860,9,7,0,356,349,0,7,0,348,8,951,595,95,31,16,11,181,1,13
5,BIHOR,"LICEUL TEORETIC GERMAN ”FRIEDRICH SCHILLER”",139,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:00:22",937,912,8,15,2,408,391,0,15,2,397,11,1021,613,55,39,15,17,259,1,11
5,BIHOR,"LICEUL TEORETIC ”LUCIAN BLAGA”",54,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:12:58",1294,1275,2,15,2,566,549,0,15,2,555,11,1398,832,70,36,16,20,395,7,11
5,BIHOR,"LICEUL TEORETIC ”LUCIAN BLAGA”",55,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:13:48",1387,1374,3,10,0,474,464,0,10,0,468,6,1518,1044,93,40,11,18,289,4,13
5,BIHOR,"LICEUL TEORETIC ”LUCIAN BLAGA”",53,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:42:10",1599,1550,41,8,0,606,598,0,8,0,597,9,1703,1097,107,47,21,35,373,1,13
5,BIHOR,"LICEUL TEORETIC ”LUCIAN BLAGA”",52,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:31",1171,1168,1,2,0,486,484,0,2,0,480,6,1275,789,70,39,15,14,333,0,9
5,BIHOR,"ORĂŞELUL COPIILOR",80,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:20:30",1503,1449,0,40,14,672,618,0,40,14,658,14,1738,1066,126,62,19,17,397,7,30
5,BIHOR,"PALATUL COPIILOR ŞI ELEVILOR",120,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:44:10",1432,1391,7,27,7,584,549,1,27,7,578,6,1649,1065,110,49,13,14,360,4,28
5,BIHOR,"ŞCOALA GIMNAZIALĂ",42,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:44",915,897,9,9,0,466,457,0,9,0,461,5,989,523,102,71,41,6,223,2,16
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",140,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:55:45",1087,1077,0,10,0,513,503,0,10,0,505,8,1203,690,11,42,8,21,418,4,1
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",141,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:24",1369,1358,5,5,1,663,657,0,5,1,653,10,1497,834,52,76,12,24,474,6,9
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DACIA”",67,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:36:29",1340,1319,6,14,1,552,537,0,14,1,541,11,1446,894,68,50,7,26,377,3,10
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DACIA”",68,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:48:51",1030,1021,0,9,0,460,451,0,9,0,451,9,1118,658,63,54,12,9,297,2,14
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DACIA”",66,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:53:41",1136,1127,2,6,1,498,491,0,6,1,497,1,1230,732,76,48,12,11,333,3,14
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",19,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:39:25",1504,1459,39,6,0,676,670,0,6,0,673,3,1599,923,122,60,18,22,428,2,21
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",18,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:09",985,961,14,8,2,446,435,1,8,2,439,7,1054,608,50,49,8,15,311,2,4
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",17,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:21",1066,1049,8,7,2,496,487,0,7,2,492,4,1155,659,91,61,18,16,293,5,8
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",20,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:28",1630,1606,15,9,0,652,643,0,9,0,640,12,1804,1152,63,55,20,36,453,4,9
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",21,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:55",1347,1328,7,11,1,579,565,2,11,1,578,1,1491,912,63,57,19,6,417,7,9
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",10,"MUNICIPIUL ORADEA",26564,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:56:23",1354,1347,0,7,0,579,572,0,7,0,567,12,1480,901,41,45,9,27,435,5,5
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",11,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:45:07",1506,1501,1,3,1,642,638,0,3,1,614,28,1653,1011,120,69,8,45,360,3,9
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",14,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:23",807,804,0,3,0,315,312,0,3,0,308,7,885,570,17,25,5,26,230,4,1
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",12,"MUNICIPIUL ORADEA",26564,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:16:53",1699,1682,15,2,0,755,738,15,2,0,746,9,1844,1089,20,44,16,35,622,3,6
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”IOAN SLAVICI”",13,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:17:03",1427,1422,2,3,0,502,499,0,3,0,485,17,1584,1082,68,45,10,41,313,3,5
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”ION BOGDAN”",110,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:04:19",1490,1475,10,5,0,753,748,0,5,0,747,6,1617,864,74,62,15,24,557,3,12
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”ION BOGDAN”",111,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:04",1500,1482,11,7,0,688,681,0,7,0,676,12,1631,943,97,47,13,23,482,4,10
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”ION BOGDAN”",112,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:30:01",1643,1628,5,10,0,890,880,0,10,0,882,8,1775,885,93,91,0,27,644,9,18
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”JUHASZ GYULA”",83,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:43",1017,1013,1,3,0,391,388,0,3,0,381,10,1118,727,156,20,8,8,148,3,38
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”JUHASZ GYULA”",82,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:12",1379,1370,4,5,0,659,653,1,5,0,651,8,1517,858,254,26,17,12,297,0,45
5,BIHOR,"ȘCOALA GIMNAZIALĂ ” LUCREŢIA SUCIU ”",2,"MUNICIPIUL ORADEA",26564,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:50:13",1221,1169,36,8,8,436,420,0,8,8,422,14,1428,992,92,41,9,17,248,4,11
