precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
5,BIHOR,"CĂMIN CULTURAL BISTRA",501,POPEŞTI,30568,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:33:39",792,789,0,2,1,482,479,0,2,1,452,30,871,389,157,192,47,2,12,3,9,0,30
5,BIHOR,"CĂMIN CULTURAL VARVIZ",504,POPEŞTI,30568,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:43:54",416,412,0,4,0,261,257,0,4,0,250,10,456,196,112,78,15,1,21,4,12,0,7
5,BIHOR,"LICEUL ”JOSEF KOZACEK” BUDOI",502,POPEŞTI,30568,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:12:00",756,732,2,10,12,334,312,0,10,12,313,21,807,473,35,55,31,9,2,176,2,0,3
5,BIHOR,"LICEUL TEHNOLOGIC NR 1 POPESTI",499,POPEŞTI,30568,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:33:50",849,846,0,3,0,408,405,0,3,0,381,27,956,548,153,95,39,28,8,6,13,22,17
5,BIHOR,"LICEUL TEHNOLOGIC NR 1 POPESTI",500,POPEŞTI,30568,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:33:04",952,877,1,8,66,565,491,0,8,66,557,7,990,426,216,165,65,23,42,2,27,6,11
5,BIHOR,"ȘCOALA GENERALĂ CUZAP",503,POPEŞTI,30568,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:02:14",894,875,3,4,12,523,506,1,4,12,506,17,968,371,204,168,22,8,6,5,88,0,5
5,BIHOR,"ȘCOALA GENERALĂ VĂRZARI",505,POPEŞTI,30568,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:21:32",254,244,2,8,0,136,127,1,8,0,126,10,270,134,32,20,3,2,9,51,6,0,3
5,BIHOR,"ŞCOALA GENERALĂ VOIVOZI",507,POPEŞTI,30568,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:14",591,576,4,7,4,334,319,4,7,4,321,13,652,318,131,117,17,5,11,19,15,2,4
5,BIHOR,"ŞCOALA GENERALĂ VOIVOZI",506,POPEŞTI,30568,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:22:57",748,736,1,6,5,485,474,0,6,5,442,32,826,352,176,183,20,5,8,5,29,13,3
