precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHIŢANU ANDREI-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","NISTOR ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PRISACARIU GEO-FLORENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BEJENARU MIHAELA-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","ANTON CORNEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","IONESCU VASILE-voturi"
7,BOTOŞANI,"CĂMIN CULTURAL BRĂEŞTI",166,BRĂEŞTI,36373,1,PROV,PRCNCT,P,P_SV,"2024-06-10 11:03:45",1133,1095,0,6,32,719,681,0,6,32,704,15,1200,481,151,315,149,75,5,9
7,BOTOŞANI,"SCOALA POIANA 2",167,BRĂEŞTI,36373,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:54:07",364,350,0,5,9,364,350,0,5,9,242,8,390,140,29,110,84,14,2,3
7,BOTOŞANI,"ŞCOALA POPENI",168,BRĂEŞTI,36373,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:04:37",220,208,0,9,3,146,134,0,9,3,141,5,220,74,28,90,8,14,1,0
