precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IURIANU MARDARE-GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","STAMATE NICOLAE-CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","CHIRILĂ MARINEL-CORNEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPESCU CONSTANTIN-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 , SAT PUNGEŞTI",433,PUNGEŞTI,165611,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:11:25",763,749,0,5,9,387,373,0,5,9,378,9,800,396,72,298,6,2
39,VASLUI,"ŞCOALA PRIMARA, SAT ARMÃŞOAIA",434,PUNGEŞTI,165611,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:03:17",421,416,0,5,0,246,241,0,5,0,234,12,478,232,106,103,25,0
39,VASLUI,"ŞCOALA PRIMARA,SAT CURSEŞTI DEAL",435,PUNGEŞTI,165611,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:53:19",170,170,0,0,0,101,101,0,0,0,97,4,200,99,90,7,0,0
39,VASLUI,"ŞCOALA PRIMARA, SAT CURSEŞTI VALE",436,PUNGEŞTI,165611,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:18:20",197,196,0,1,0,106,105,0,1,0,104,2,200,94,43,61,0,0
39,VASLUI,"ŞCOALA PRIMARA,SAT SILIŞTEA",437,PUNGEŞTI,165611,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:17:35",200,199,0,1,0,113,112,0,1,0,110,3,200,87,44,64,2,0
39,VASLUI,"ŞCOALA PRIMARA, SAT STEJARU",438,PUNGEŞTI,165611,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:03:00",198,193,0,5,0,106,101,0,5,0,97,9,200,94,36,61,0,0
39,VASLUI,"ŞCOALA PRIMARA, SAT TOPORĂŞTI",439,PUNGEŞTI,165611,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:45:53",507,500,0,0,7,279,272,0,0,7,269,10,600,321,141,102,12,14
