precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MARCU PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","SURU ANDREI-ADRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","JURCA ILIE-PARTIDUL NAȚIONAL LIBERAL-voturi","CIRCU ADAM-LUCIAN-PARTIDUL MIȘCAREA POPULARĂ-voturi","KRAMER NICOLAIE-voturi"
11,CARAŞ-SEVERIN,"CAMIN CULTURAL SICHEVITA",318,SICHEVIŢA,53853,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:47:22",1235,1161,2,14,58,879,805,2,14,58,856,23,1272,390,244,82,367,16,147
11,CARAŞ-SEVERIN,"CENTRUL LOCAL DE INFORMARE TURISTICĂ LIBORAJDEA",320,SICHEVIŢA,53853,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:00:03",82,63,2,11,6,51,34,0,11,6,48,3,68,17,15,6,19,1,7
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL GORNEA",319,SICHEVIŢA,53853,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:17:50",467,445,0,9,13,280,258,0,9,13,279,1,490,210,105,6,83,9,76
