precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ANTONACHE IONEL-voturi"
39,VASLUI,"CENTRU SOCIAL POIENEȘTI",415,POIENEŞTI,165336,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:02:40",759,720,0,21,18,463,424,0,21,18,438,25,815,352,320,64,11,43
39,VASLUI,"ŞCOALA FRASINU",417,POIENEŞTI,165336,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:18:24",309,294,0,11,4,169,154,0,11,4,152,17,300,131,115,20,10,7
39,VASLUI,"ŞCOALA FUNDU VĂII",418,POIENEŞTI,165336,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:09:59",62,55,0,7,0,43,36,0,7,0,43,0,100,57,27,8,3,5
39,VASLUI,"ŞCOALA GIMNAZIALA, FLOREŞTI",416,POIENEŞTI,165336,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:21",402,382,0,9,11,240,220,0,9,11,228,12,400,160,193,21,8,6
39,VASLUI,"ŞCOALA OPRIŞIŢA",419,POIENEŞTI,165336,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:08:52",693,667,0,15,11,389,363,0,15,11,375,14,715,326,178,164,20,13
39,VASLUI,"ŞCOALA POIENEŞTI DEAL",420,POIENEŞTI,165336,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:18",96,84,0,12,0,56,44,0,12,0,51,5,100,44,34,11,1,5
