precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ILIE MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","DINU SĂNDEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IORGA AUREL-PARTIDUL SOCIAL DEMOCRAT-voturi","BARONESCU FLORIN-GHEORGHE-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
38,TULCEA,"CĂMIN CULTURAL",143,LUNCAVIŢA,160680,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:53",1284,1268,1,12,3,721,705,1,12,3,687,33,1367,647,179,7,497,4
38,TULCEA,"CĂMIN CULTURAL",142,LUNCAVIŢA,160680,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:58:23",1623,1607,0,12,4,969,953,0,12,4,928,41,1774,805,222,22,670,14
38,TULCEA,"CASA PRAZNICALĂ",144,LUNCAVIŢA,160680,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:46:33",624,605,0,16,3,333,314,0,16,3,323,10,662,329,59,3,259,2
