precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OLARIU CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ISTRAT NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IHASZ IOAN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ RĂCHITA",386,DUMBRAVA,156767,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:10:09",904,893,1,2,8,573,563,0,2,8,551,22,996,423,379,46,126
37,TIMIŞ,"ŞCOALA PRIMARĂ BUCOVĂȚ",385,DUMBRAVA,156767,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:05:09",394,383,0,5,6,306,295,0,5,6,295,11,498,192,194,13,88
37,TIMIŞ,"SEDIUL PRIMARIEI DUMBRAVA",384,DUMBRAVA,156767,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:01:21",930,911,1,5,13,529,511,0,5,13,505,24,1000,471,97,38,370
