precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TOFAN DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","BOŢU ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi","LUNGU MARICEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 LUNCA BANULUI",368,"LUNCA BANULUI",164749,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:37:58",1558,1548,0,4,6,777,767,0,4,6,748,29,1700,923,588,115,45
39,VASLUI,"ŞCOALA PRIMARĂ SAT BROSCOŞEŞTI",369,"LUNCA BANULUI",164749,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:02",347,333,0,5,9,203,189,0,5,9,195,8,400,197,144,45,6
39,VASLUI,"ŞCOALA PRIMARĂ SAT FOCŞA",370,"LUNCA BANULUI",164749,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:14:25",150,140,0,6,4,105,95,0,6,4,101,4,199,94,61,36,4
39,VASLUI,"ŞCOALA PRIMARĂ SAT LUNCA VECHE",371,"LUNCA BANULUI",164749,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:24:12",76,75,0,1,0,38,37,0,1,0,35,3,100,62,34,1,0
39,VASLUI,"ŞCOALA PRIMARĂ SAT OŢETOAIA",372,"LUNCA BANULUI",164749,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:00:45",636,630,0,4,2,330,324,0,4,2,309,21,648,318,219,78,12
