precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
29,NEAMŢ,"MĂNĂSTIREA NEAMȚ",485,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:18:14",199,196,0,3,0,130,127,0,3,0,122,8,300,168,68,41,3,0,3,4,0,0,3
29,NEAMŢ,"MANASTIREA SIHASTRIA",483,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:11:15",185,177,0,8,0,86,78,0,8,0,83,3,299,213,46,5,20,0,1,3,0,5,3
29,NEAMŢ,"PAROHIA ”SF. ILIE” CHINTINICI",132,"ORAŞ ROZNOV",124117,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:24",934,918,0,10,6,472,456,0,10,6,432,24,1000,520,259,62,37,2,2,30,15,20,5
29,NEAMŢ,"PENSIUNEA ELENA",296,GIROV,122702,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:09",524,516,0,8,0,292,284,0,8,0,283,9,600,308,121,50,17,8,3,13,9,43,19
29,NEAMŢ,"PRIMĂRIA BÎRGĂUANI",166,BÂRGĂUANI,121466,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:55",398,382,0,11,5,235,219,0,11,5,228,7,500,264,123,71,9,3,1,7,5,6,3
29,NEAMŢ,"PRIMĂRIA COMUNEI BĂLŢĂTEŞTI",163,BĂLŢĂTEŞTI,121242,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:08:56",1701,1681,0,6,14,962,942,0,6,14,889,73,1800,838,366,290,88,6,19,63,22,21,14
29,NEAMŢ,"PRIMARIA ORASULUI BICAZ",119,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:03",1139,1111,1,25,2,568,541,0,25,2,541,27,1198,630,187,232,42,2,7,36,6,23,6
29,NEAMŢ,"PRIMARIA TUPILAŢI",462,TUPILAŢI,124750,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:47",595,591,0,0,4,368,364,0,0,4,336,32,700,332,213,30,22,0,1,9,2,8,51
29,NEAMŢ,"PUNCT DE INFORMARE NEAGRA",443,TAŞCA,124563,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:32",409,402,0,0,7,409,402,0,0,7,394,15,800,391,128,128,52,1,5,14,28,24,14
29,NEAMŢ,"SALA DE FESTIVITĂŢI MADEI",197,BORCA,121652,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:47",840,835,0,5,0,480,475,0,5,0,460,20,900,420,166,219,37,2,5,2,4,20,5
29,NEAMŢ,"SALA DE SPORT PARC CETATE",135,"ORAŞ TÂRGU-NEAMŢ",121055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:37",807,800,1,6,0,426,420,0,6,0,413,13,900,474,219,83,42,7,2,31,5,23,1
29,NEAMŢ,"S.C. APA SERV S.A.",44,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:29",1058,1052,2,4,0,462,458,0,4,0,441,21,1100,638,179,93,44,5,10,59,7,20,24
29,NEAMŢ,SCOALA,303,GRUMĂZEŞTI,122908,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:25",1318,1304,0,4,10,748,734,0,4,10,723,25,1500,752,475,117,74,4,6,19,3,19,6
29,NEAMŢ,ŞCOALA,436,"ŞTEFAN CEL MARE",124411,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:22",262,259,0,3,0,145,142,0,3,0,136,9,300,155,39,83,7,0,1,3,0,2,1
29,NEAMŢ,ŞCOALA,323,"ION CREANGĂ",123102,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:34",386,375,1,6,4,227,216,1,6,4,212,15,400,173,106,63,16,1,0,9,2,14,1
29,NEAMŢ,ŞCOALA,191,BODEŞTI,121607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:34",768,757,1,3,7,400,389,1,3,7,390,10,800,400,180,78,71,2,4,30,0,16,9
29,NEAMŢ,ŞCOALA,190,BODEŞTI,121607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:10",125,107,0,7,11,93,75,0,7,11,85,8,200,107,63,6,11,0,1,4,0,0,0
29,NEAMŢ,"ŞCOALA ALMAŞ",282,GÂRCINA,122828,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:40",606,586,0,12,8,345,325,0,12,8,329,16,700,355,178,79,22,1,4,17,5,14,9
29,NEAMŢ,"ȘCOALA BAȘTA",422,SECUIENI,124233,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:05",531,529,0,1,1,314,312,0,1,1,299,15,600,286,98,149,25,3,3,8,0,12,1
29,NEAMŢ,"SCOALA BOTESTI",291,GIROV,122702,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:43",457,448,0,6,3,265,256,0,6,3,250,15,500,235,74,70,40,3,4,16,10,15,18
29,NEAMŢ,"SCOALA BUCIUM , COMUNA VALEA URSULUI",474,"VALEA URSULUI",124885,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:04:47",573,569,0,3,1,264,260,0,3,1,247,17,600,335,26,189,22,1,1,1,0,5,2
29,NEAMŢ,"SCOALA CHILII , COMUNA VALEA URSULUI",475,"VALEA URSULUI",124885,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:41",919,912,0,3,4,465,458,0,3,4,425,40,1000,535,43,348,17,1,3,4,1,7,1
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV",187,BODEŞTI,121607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:33",830,816,2,2,10,420,408,0,2,10,397,23,900,480,241,74,47,4,2,16,3,8,2
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV",186,BODEŞTI,121607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:37",873,854,1,5,13,435,417,0,5,13,406,28,997,563,231,85,35,1,4,27,2,12,9
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV",211,BOTEŞTI,121796,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:16",374,370,0,4,0,235,231,0,4,0,224,11,400,165,88,88,11,2,1,10,2,15,7
29,NEAMŢ,"ȘCOALA CU CLASELE I - IV",458,TRIFEŞTI,124723,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:36",738,730,3,5,0,390,384,1,5,0,377,13,800,410,87,181,32,2,0,57,0,17,1
29,NEAMŢ,"ȘCOALA CU CLASELE I-IV",460,TRIFEŞTI,124723,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:01",670,663,0,7,0,342,335,0,7,0,324,18,700,358,86,206,9,2,2,7,0,10,2
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV BETESTI",393,REDIU,124028,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:49",605,601,1,2,1,314,310,1,2,1,294,20,700,386,112,96,35,0,3,6,3,36,3
29,NEAMŢ,"SCOALA CU CLASELE I-IV DOLHESTI",364,PIPIRIG,123521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:24",870,864,0,6,0,391,385,0,6,0,372,19,1000,609,240,50,40,4,3,13,1,14,7
29,NEAMŢ,"SCOALA CU CLASELE I-VII",212,BOTEŞTI,121796,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:48",1744,1737,2,5,0,731,724,2,5,0,693,38,1900,1169,356,84,69,3,10,141,1,26,3
29,NEAMŢ,"SCOALA CU CLASELE I-VIII",463,TUPILAŢI,124750,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:54",273,267,0,5,1,149,143,0,5,1,132,17,299,150,66,25,12,0,5,4,1,9,10
29,NEAMŢ,"SCOALA CU CLASELE I-VIII",461,TUPILAŢI,124750,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:07",872,865,1,3,3,510,504,0,3,3,463,41,900,396,253,84,32,1,2,27,4,15,45
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII",398,ROMÂNI,124073,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:25",997,950,0,13,34,595,548,0,13,34,575,17,1100,505,194,299,43,0,5,12,1,18,3
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII",397,ROMÂNI,124073,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:41",777,740,1,9,27,436,399,1,9,27,394,42,800,364,110,187,35,2,3,45,3,8,1
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII",189,BODEŞTI,121607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:17",735,721,1,6,7,364,351,0,6,7,343,20,799,436,242,31,35,5,6,7,2,10,5
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII",396,ROMÂNI,124073,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:54:23",756,736,0,5,15,410,390,0,5,15,387,23,800,390,100,233,29,0,3,13,0,7,2
29,NEAMŢ,"ȘCOALA CU CLASELE I - VIII",457,TRIFEŞTI,124723,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:30:42",1875,1865,0,9,1,954,944,0,9,1,917,37,2000,1046,308,405,50,2,4,90,0,51,7
29,NEAMŢ,"ȘCOALA CU CLASELE I - VIII",459,TRIFEŞTI,124723,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:43",827,805,0,22,0,408,386,0,22,0,386,22,900,492,116,217,10,2,2,20,1,14,4
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII POLOBOC",394,REDIU,124028,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:33:56",1205,1187,0,9,9,620,602,0,9,9,575,45,1300,680,262,181,62,1,4,22,4,35,4
29,NEAMŢ,"SCOALA CU CLASELE I-VIII REDIU",391,REDIU,124028,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:57",872,858,0,3,11,426,412,0,3,11,393,33,900,474,144,150,33,1,6,11,2,45,1
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII REDIU",392,REDIU,124028,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:43",979,959,1,5,14,470,450,1,5,14,433,37,1100,630,156,164,42,1,6,16,7,37,4
29,NEAMŢ,"ȘCOALA CU CLASELE I-VIII, SAT VĂLENI, COM. VĂLENI",478,VĂLENI,125123,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:54",506,484,0,7,15,321,299,0,7,15,309,12,600,279,87,196,15,2,0,6,1,1,1
29,NEAMŢ,"SCOALA CU CLASELE I-VIII SILISTEAII",399,ROMÂNI,124073,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:42",822,782,0,7,33,461,421,0,7,33,439,22,900,439,116,271,27,0,3,15,0,4,3
29,NEAMŢ,"SCOALA DANESTI",293,GIROV,122702,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:03",257,251,1,5,0,132,126,1,5,0,125,7,299,167,55,25,12,0,0,2,14,11,6
29,NEAMŢ,"ŞCOALA DE ARTĂ ”SERGIU CELIBIDACHE” - CORP A",91,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:05",1229,1217,1,9,2,474,462,1,9,2,438,24,1300,835,154,154,24,3,1,59,7,28,8
29,NEAMŢ,"ŞCOALA DE ARTĂ ”SERGIU CELIBIDACHE” - CORP A",92,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:25",1268,1259,0,8,1,554,545,0,8,1,528,26,1400,846,224,182,33,5,4,43,5,21,11
29,NEAMŢ,"ŞCOALA DE ARTĂ ”SERGIU CELIBIDACHE” - CORP B",93,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:19:46",1294,1285,2,7,0,523,516,0,7,0,491,32,1400,877,164,170,35,9,7,57,4,37,8
29,NEAMŢ,"SCOALA DOINA",294,GIROV,122702,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:50",246,240,0,6,0,136,130,0,6,0,129,7,307,171,29,57,13,3,0,8,4,8,7
29,NEAMŢ,"SCOALA GENERALA",257,DRAGOMIREŞTI,122392,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:16",102,96,0,5,1,63,57,0,5,1,60,3,200,137,10,41,1,0,0,1,2,3,2
29,NEAMŢ,"SCOALA GENERALA",388,RĂZBOIENI,123969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:05:58",165,153,0,3,9,165,153,0,3,9,155,10,300,135,96,48,6,0,0,2,0,1,2
29,NEAMŢ,"SCOALA GENERALA",352,PETRICANI,123424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:39",734,734,0,0,0,470,470,0,0,0,450,20,800,330,365,40,17,2,1,11,2,12,0
29,NEAMŢ,"SCOALA GENERALA",354,PETRICANI,123424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:36",1435,1426,0,8,1,622,613,0,8,1,579,43,1501,879,397,41,92,7,1,21,0,14,6
29,NEAMŢ,"SCOALA GENERALA",390,RĂZBOIENI,123969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:42",297,270,3,2,22,216,191,1,2,22,180,17,402,186,82,74,12,1,1,0,2,6,2
29,NEAMŢ,"SCOALA GENERALA",244,DĂMUC,122249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:14",630,618,0,9,3,371,359,0,9,3,356,15,700,327,72,111,157,2,1,1,0,7,5
29,NEAMŢ,"SCOALA GENERALA",328,MĂRGINENI,123175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:24",177,170,1,4,2,120,114,0,4,2,109,7,199,79,50,48,2,0,1,3,0,4,1
29,NEAMŢ,"SCOALA GENERALA",353,PETRICANI,123424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:17",1089,1089,0,0,0,518,518,0,0,0,488,30,1200,682,316,90,51,0,5,14,0,11,1
29,NEAMŢ,"SCOALA GENERALA",254,DRAGOMIREŞTI,122392,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:38:37",90,77,0,8,5,63,50,0,8,5,62,1,100,37,5,51,4,0,0,1,1,0,0
29,NEAMŢ,"SCOALA GENERALA",256,DRAGOMIREŞTI,122392,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:33:38",173,164,0,9,0,96,87,0,9,0,87,9,200,104,17,59,4,0,1,6,0,0,0
29,NEAMŢ,"ŞCOALA GENERALĂ",338,ONICENI,123255,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:16",1073,1063,2,8,0,726,718,0,8,0,674,49,1200,477,457,172,23,3,3,5,1,7,3
29,NEAMŢ,"ŞCOALA GENERALĂ",330,MĂRGINENI,123175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:43",219,210,0,3,6,127,118,0,3,6,120,7,300,173,73,34,2,1,3,5,1,1,0
29,NEAMŢ,"ŞCOALA GENERALĂ",241,CRĂCĂOANI,122187,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:57",250,242,0,7,1,152,144,0,7,1,144,8,300,148,76,37,20,1,0,2,0,0,8
29,NEAMŢ,"ŞCOALA GENERALĂ",239,CRĂCĂOANI,122187,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:38",829,817,0,9,3,427,415,0,9,3,384,29,917,504,112,189,39,0,2,23,1,8,10
29,NEAMŢ,"ŞCOALA GENERALĂ",335,ONICENI,123255,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:05:48",619,617,0,2,0,356,354,0,2,0,338,18,700,344,292,15,23,0,3,0,1,4,0
29,NEAMŢ,"ŞCOALA GENERALĂ",326,MĂRGINENI,123175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:57",900,872,0,12,16,456,428,0,12,16,432,24,900,444,237,149,17,4,0,9,1,10,5
29,NEAMŢ,"ŞCOALA GENERALĂ",337,ONICENI,123255,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:10",332,330,0,2,0,181,179,0,2,0,173,8,400,219,145,11,11,1,1,0,0,2,2
29,NEAMŢ,"ŞCOALA GENERALĂ",329,MĂRGINENI,123175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:13",729,698,0,12,19,451,420,0,12,19,426,25,800,349,96,285,20,0,2,5,1,8,9
29,NEAMŢ,"ŞCOALA GENERALĂ",339,ONICENI,123255,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:03",281,277,0,4,0,163,159,0,4,0,153,10,300,137,112,10,19,1,0,2,2,6,1
29,NEAMŢ,"ŞCOALA GENERALĂ",243,DĂMUC,122249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:27:47",507,495,0,6,6,331,319,0,6,6,319,12,496,165,62,109,124,1,3,10,10,0,0
29,NEAMŢ,"ŞCOALA GENERALĂ",336,ONICENI,123255,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:07",259,256,0,3,0,185,182,0,3,0,179,6,300,115,140,18,15,0,1,1,1,0,3
29,NEAMŢ,"ŞCOALA GENERALĂ",240,CRĂCĂOANI,122187,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:03",578,561,0,10,7,364,347,0,10,7,354,10,600,236,174,107,19,1,1,14,0,11,27
29,NEAMŢ,"SCOALA GENERALA CU CLASELE I-IV NR. 3",389,RĂZBOIENI,123969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:21",475,449,0,6,20,252,226,0,6,20,246,6,600,348,125,74,21,1,2,17,0,4,2
29,NEAMŢ,"SCOALA GENERALA CU CLASELE I-VIII",387,RĂZBOIENI,123969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:11",591,565,0,5,21,397,372,0,5,20,379,18,699,301,169,145,35,0,3,16,0,5,6
29,NEAMŢ,"SCOALA GENERALA NR. 1 MARCENI",120,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:51",743,737,0,6,0,384,378,0,6,0,369,15,800,416,133,130,41,4,0,25,13,15,8
29,NEAMŢ,"SCOALA GENERALA NR. 1 MARCENI",121,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:52",1112,1098,0,14,0,478,464,0,14,0,445,23,1200,732,144,177,48,4,8,30,8,18,8
29,NEAMŢ,"SCOALA GENERALA NR.1 MARCENI",127,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:07:28",207,199,0,7,1,96,88,0,7,1,85,11,300,204,32,18,11,0,2,12,2,6,2
29,NEAMŢ,"SCOALA GENERALA NR.1 MARCENI",128,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:58:17",65,60,0,5,0,27,22,0,5,0,26,1,100,73,10,12,2,0,0,1,1,0,0
29,NEAMŢ,"SCOALA GENERALA NR.1 MARCENI",126,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:32:46",112,106,0,6,0,61,55,0,6,0,49,12,200,139,14,27,3,0,2,2,0,0,1
29,NEAMŢ,"SCOALA GENERALA NR.2 DODENI",123,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:04",908,904,0,3,1,372,368,0,3,1,350,22,1000,614,111,176,19,1,5,18,8,8,4
29,NEAMŢ,"SCOALA GENERALA NR.2 DODENI",124,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:14",988,984,0,3,1,346,342,0,3,1,322,24,1100,754,100,138,37,2,1,17,5,19,3
29,NEAMŢ,"ȘCOALA GENERALĂ ROZNOV",129,"ORAŞ ROZNOV",124117,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:02",1678,1667,0,8,3,788,777,0,8,3,757,31,1800,1012,389,131,48,4,12,59,73,20,21
29,NEAMŢ,"ȘCOALA GENERALĂ SLOBOZIA",134,"ORAŞ ROZNOV",124117,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:18",1291,1285,0,6,0,623,617,0,6,0,579,44,1400,777,225,75,63,5,14,41,124,23,9
29,NEAMŢ,"SCOALA GIMNAZIALA",259,DRĂGĂNEŞTI,125132,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:19",564,547,1,11,5,343,327,0,11,5,303,24,598,271,78,187,25,1,1,5,0,6,0
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ",452,TIMIŞEŞTI,124661,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:55",1018,1015,0,2,1,516,513,0,2,1,491,22,1100,587,182,229,49,3,2,7,0,15,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ",165,BĂLŢĂTEŞTI,121242,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:16",1153,1150,0,2,1,659,656,0,2,1,611,48,1300,641,254,174,76,4,5,20,55,19,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ",453,TIMIŞEŞTI,124661,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:16",1029,1021,2,5,1,510,504,0,5,1,493,17,1100,590,167,263,29,0,4,17,1,11,1
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ",222,CÂNDEŞTI,122061,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:43",1250,1217,0,7,26,686,653,0,7,26,642,44,1400,714,208,297,75,0,3,25,13,18,3
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA” CORP B(GRĂDINIŢA DE COPII NR. 12 CU PROGRAM NORMAL)",117,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:16",1113,1105,1,7,0,476,469,0,7,0,457,19,1200,724,148,181,29,5,5,53,2,25,9
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA” CORP C(GRĂDINIŢA DE COPII NR. 3 CU PROGRAM PRELUNGIT)",116,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:29",1215,1212,0,3,0,523,520,0,3,0,505,18,1300,777,160,188,43,4,13,68,6,21,2
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA”(ŞCOALA NR. 5)",115,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:54",1227,1214,3,9,1,513,503,0,9,1,487,26,1300,787,154,179,36,4,6,65,4,31,8
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA”(ŞCOALA NR. 5)",114,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:49",1485,1475,1,9,0,1484,1475,0,9,0,605,25,1600,970,224,229,40,2,5,66,8,23,8
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU PODOLEANU”",369,PODOLENI,123674,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:47",1017,997,0,6,14,546,526,0,6,14,470,41,1100,589,183,234,35,2,0,0,2,12,2
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU PODOLEANU”",370,PODOLENI,123674,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:40",1135,1125,0,3,7,584,574,0,3,7,563,21,1200,616,180,311,26,4,0,17,3,12,10
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”ANTONIE MUREȘIANU”- GRĂDINIȚA",184,BIRA,121386,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:31",555,541,0,7,7,320,306,0,7,7,311,9,600,280,159,110,12,1,1,15,1,11,1
29,NEAMŢ,"SCOALA GIMNAZIALA”ARHIM.CHIRIAC NECULAU” NEMTISOR",486,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:43",1192,1181,3,7,1,504,496,0,7,1,443,35,1300,822,247,98,33,3,4,28,4,24,2
29,NEAMŢ,"SCOALA GIMNAZIALA ”ARHIM. CHIRIAC NICOLAU”",484,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:05",1109,1101,0,8,0,558,550,0,8,0,533,25,1200,642,303,138,22,3,0,45,1,18,3
29,NEAMŢ,"SCOALA GIMNAZIALA ”ARHIM. CHIRIAC NICOLAU”",480,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:01",1303,1293,1,7,2,678,669,0,7,2,655,23,1400,722,329,195,27,2,12,63,1,23,3
29,NEAMŢ,"SCOALA GIMNAZIALA ”ARHIM. CHIRIAC NICOLAU” NR.2",482,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:04",1353,1344,2,5,2,648,641,0,5,2,602,46,1498,850,275,185,52,4,1,60,0,15,10
29,NEAMŢ,"SCOALA GIMNAZIALA BALUSESTI",315,ICUŞEŞTI,123013,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:21",829,826,0,2,1,372,369,0,2,1,342,30,900,522,79,207,38,1,3,4,6,3,1
29,NEAMŢ,"SCOALA GIMNAZIALA BALUSESTI",316,ICUŞEŞTI,123013,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:02",1190,1188,0,2,0,561,559,0,2,0,512,49,1300,739,152,286,36,1,2,18,4,7,6
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ BOGHICEA",192,BOGHICEA,125178,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:05",1041,1022,1,4,14,560,542,0,4,14,540,20,1100,540,320,120,44,0,0,38,0,15,3
29,NEAMŢ,"SCOALA GIMNAZIALĂ BORLEŞTI",203,BORLEŞTI,121732,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:32:54",1501,1492,0,6,3,671,662,0,6,3,643,28,1600,929,285,212,61,6,4,26,7,35,7
