precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
29,NEAMŢ,GRĂDINIŢA,439,TARCĂU,124493,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:05",277,266,0,10,1,189,178,0,10,1,175,7,300,118,35,82,18,0,1,28,3,4,4
29,NEAMŢ,"GRĂDINIŢĂ - (CĂTUNĂ)",188,BODEŞTI,121607,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:56",496,484,2,5,5,259,249,0,5,5,250,9,600,341,154,37,23,2,3,21,1,8,1
29,NEAMŢ,"GRĂDINIȚA CUPLATĂ CU CREŞĂ NR.5",18,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:26",991,985,0,6,0,401,395,0,6,0,380,21,1100,699,121,106,36,5,13,36,2,27,34
29,NEAMŢ,"GRĂDINIȚA CUPLATĂ CU CREŞĂ NR.5",17,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:50",1364,1357,1,6,0,532,526,0,6,0,502,30,1500,968,172,146,54,7,16,43,9,27,28
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL",365,PIPIRIG,123521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:03",545,536,2,5,2,277,270,0,5,2,267,10,600,323,170,19,46,1,3,11,0,16,1
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL",434,"ŞTEFAN CEL MARE",124411,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:06",406,404,0,2,0,199,197,0,2,0,184,15,500,301,37,91,10,1,1,21,0,16,7
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM NORMAL",223,CÂNDEŞTI,122061,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:27",687,677,0,5,5,383,373,0,5,5,364,19,699,316,96,88,146,3,0,12,2,17,0
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM NORMAL",225,CÂNDEŞTI,122061,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:57",1078,1060,0,10,8,468,457,0,3,8,444,23,1100,231,166,145,90,3,4,19,1,13,3
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL - BORCA CENTRU",200,BORCA,121652,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:42",736,729,0,6,1,433,426,0,6,1,417,16,800,367,233,115,10,4,9,2,2,1,41
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL BRADU NR. 1",299,GRINŢIEŞ,122864,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:50",639,630,0,3,6,346,337,0,3,6,328,18,700,354,110,163,22,2,1,2,1,23,4
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL CATUNA",471,URECHENI,124849,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:40",530,521,0,4,5,289,280,0,4,5,258,31,600,311,179,45,10,0,0,17,0,5,2
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL GROSI",219,BRUSTURI,121938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:16",403,393,0,8,2,198,188,0,8,2,175,23,500,302,77,48,39,0,0,1,1,5,4
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL,LOCALITATEA BĂHNIŞOARA",159,BAHNA,121153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:22",349,327,0,8,14,227,205,0,8,14,215,12,400,173,54,138,11,0,0,9,0,1,2
29,NEAMŢ,"GRĂDINIŢĂ CU PROGRAM NORMAL,LOCALITATEA BROŞTENI",160,BAHNA,121153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:11",342,292,0,13,37,265,215,0,13,37,255,10,400,135,80,144,20,0,3,3,0,4,1
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL, LOC TRAIAN",490,ZĂNEŞTI,125061,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:24",857,851,0,5,1,422,416,0,5,1,402,20,900,478,200,59,34,4,10,52,3,36,4
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL LUŢCA",405,SAGNA,124153,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:47:46",388,382,0,6,0,202,196,0,6,0,185,17,400,198,64,65,31,5,1,9,1,7,2
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL NEGULESTI,COMUNA PIATRA SOIMULUI",359,"PIATRA ŞOIMULUI",123479,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:01",582,577,0,5,0,264,259,0,5,0,242,22,600,336,122,40,25,0,1,20,4,26,4
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL NR.1",75,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:55:04",1450,1437,0,13,0,643,630,0,13,0,593,50,1600,957,255,128,58,2,12,66,8,28,36
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",180,"BICAZU ARDELEAN",121340,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:58",394,371,0,6,17,250,227,0,6,17,238,12,500,250,41,139,23,2,2,15,3,10,3
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2",368,PODOLENI,123674,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:16",1218,1211,0,5,2,595,588,0,5,2,572,23,1300,705,216,262,39,10,2,21,4,17,1
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 RĂUCEŞTI",381,RĂUCEŞTI,123914,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:24",749,740,0,1,8,429,420,0,1,8,416,13,800,371,128,134,40,1,1,96,0,13,3
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",371,PODOLENI,123674,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:30",851,838,0,7,6,443,430,0,7,6,423,20,900,457,134,248,18,1,5,6,2,8,1
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",209,BORLEŞTI,121732,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:59",869,862,1,6,0,400,393,1,6,0,378,22,900,500,89,204,28,5,8,12,3,23,6
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM NORMAL OCOL",20,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:37",1922,1864,4,29,25,853,799,0,29,25,799,43,2000,1158,255,195,112,8,19,91,13,54,52
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL POIANA",220,BRUSTURI,121938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:16",666,639,2,10,15,404,378,1,10,15,395,9,700,296,216,88,62,2,4,8,1,13,1
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL POIANA",334,NEGREŞTI,125169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:01",312,295,0,7,10,178,161,0,7,10,173,5,400,222,96,24,22,1,1,24,0,1,4
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM NORMAL ROTUNDA",253,DOLJEŞTI,122347,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:49",1278,1261,0,3,14,437,420,0,3,14,412,25,1400,963,93,208,39,1,3,61,0,5,2
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL SAVINESTI",416,SĂVINEŞTI,120824,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:45",685,670,2,10,3,343,329,1,10,3,322,21,700,357,97,127,50,2,1,25,2,13,5
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL VAD",258,DRAGOMIREŞTI,122392,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:07",702,671,0,28,3,403,372,0,28,3,356,47,800,397,64,196,52,0,0,11,0,11,22
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”FLOARE DE COLŢ”",73,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:41",1444,1434,4,6,0,549,543,0,6,0,519,30,1600,1051,200,115,51,6,20,52,14,24,37
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”FLOARE DE COLŢ”",74,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:40",1189,1188,0,1,0,504,503,0,1,0,477,26,1300,797,200,96,37,5,10,47,14,29,39
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12",27,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:14",1233,1225,0,8,0,506,498,0,8,0,482,24,1400,894,153,92,83,11,9,42,13,41,38
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12",25,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:00:34",1286,1274,2,9,1,493,483,0,9,1,469,21,1400,910,168,97,57,9,10,42,6,36,44
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12",26,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:18",1181,1171,1,9,0,451,442,0,9,0,438,13,1300,849,145,114,45,5,14,37,14,26,38
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",136,"ORAŞ TÂRGU-NEAMŢ",121055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:30",507,487,0,8,12,263,243,0,8,12,243,16,599,340,135,48,16,3,0,23,2,15,1
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.3 CORP B",10,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:26",945,937,0,7,1,397,389,0,7,1,380,17,1000,603,157,84,43,4,5,30,16,24,17
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.8",19,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:12:04",827,818,0,9,0,320,311,0,9,0,299,21,900,580,94,70,40,3,3,28,5,31,25
29,NEAMŢ,"GRADINIŢA CU PROGRAM PRELUNGIT SAVINESTI",417,SĂVINEŞTI,120824,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:51",550,537,1,6,6,274,262,0,6,6,263,11,600,326,98,93,35,4,6,18,3,5,1
29,NEAMŢ,"GRADINITA DE COPII",313,HORIA,120922,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:21",1248,1231,1,7,9,587,571,0,7,9,546,41,1400,813,125,195,158,2,6,37,5,16,2
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 1 CU PROGRAM PRELUNGIT",98,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:43",1335,1329,1,4,1,497,492,0,4,1,480,17,1500,1003,172,172,40,9,3,49,4,23,8
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 1 CU PROGRAM PRELUNGIT",97,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:45:27",1349,1343,0,6,0,531,525,0,6,0,506,20,1500,972,189,184,34,4,4,50,5,27,9
29,NEAMŢ,"GRĂDINIȚA DE COPII NR. 2 CU PROGRAM PRELUNGIT",77,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:07:08",1135,1086,1,8,40,551,503,0,8,40,519,32,1300,749,229,164,35,5,6,55,3,17,5
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 4 CU PROGRAM NORMAL",94,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:45",1307,1299,2,3,3,533,527,0,3,3,518,15,1400,867,193,191,41,3,3,48,1,31,7
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 5 CU PROGRAM NORMAL",109,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:11:46",1399,1394,1,4,0,561,557,0,4,0,532,29,1500,939,195,190,41,4,5,62,2,28,5
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 5 CU PROGRAM PRELUNGIT",95,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:49",1467,1460,2,4,1,607,602,0,4,1,581,26,1600,993,203,214,39,5,4,78,3,25,10
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 6 CU PROGRAM NORMAL",84,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:34",1389,1384,0,5,0,551,546,0,5,0,522,29,1500,949,171,191,49,3,8,63,0,26,11
29,NEAMŢ,"GRĂDINIŢA DE COPII NR. 6 CU PROGRAM PRELUNGIT",78,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:39",1189,1179,1,9,0,502,493,0,9,0,472,30,1300,798,161,185,42,5,4,40,8,26,1
29,NEAMŢ,"GRĂDINIȚA NR.2",208,BORLEŞTI,121732,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:34",1364,1354,2,8,0,648,640,0,8,0,597,51,1500,852,189,279,39,2,10,14,6,27,31
29,NEAMŢ,"GRADINITA NR.2 UNGURENI",481,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:39",1429,1422,2,4,1,743,738,0,4,1,668,69,1600,863,411,167,40,4,2,12,2,27,3
29,NEAMŢ,"GRADINITA SOCEA",395,REDIU,124028,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:13",617,602,0,10,5,297,282,0,10,5,281,16,700,403,147,87,23,0,2,5,1,16,0
29,NEAMŢ,"LICEUL CAROL I",122,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:22",1020,997,2,15,6,499,478,0,15,6,462,37,1100,601,198,138,36,2,5,39,12,20,12
29,NEAMŢ,"LICEUL CU PROGRAM SPORTIV",100,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:53",1016,1005,2,9,0,412,403,0,9,0,400,12,1100,688,135,147,35,3,3,48,2,21,6
29,NEAMŢ,"LICEUL CU PROGRAM SPORTIV",11,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:23",1242,1238,0,4,0,516,512,0,4,0,493,23,1400,884,172,129,70,7,7,43,8,30,27
29,NEAMŢ,"LICEUL CU PROGRAM SPORTIV",12,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:57",1067,1061,2,4,0,482,478,0,4,0,475,7,1200,718,171,130,42,6,8,49,6,22,41
29,NEAMŢ,"LICEUL DE ARTE ”VICTOR BRAUNER” - CORPUL B",6,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:01",1160,1156,1,3,0,478,475,0,3,0,464,11,1300,822,157,114,55,5,18,43,14,22,36
29,NEAMŢ,"LICEUL ”MIHAIL SADOVEANU”(CORPUL B)",196,BORCA,121652,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:56",831,824,1,5,1,447,441,0,5,1,433,14,900,453,260,91,35,1,3,11,3,6,23
29,NEAMŢ,"LICEUL TEHNOLOGIC",351,PETRICANI,123424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:51",1434,1431,0,3,0,693,690,0,3,0,668,25,1600,907,471,57,83,3,4,22,3,23,2
29,NEAMŢ,"LICEUL TEHNOLOGIC",214,BOTEŞTI,121796,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:40",1046,1043,0,3,0,429,426,0,3,0,390,39,1100,671,177,71,49,4,10,51,5,15,8
29,NEAMŢ,"LICEUL TEHNOLOGIC",213,BOTEŞTI,121796,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:58",954,953,0,0,1,382,381,0,0,1,357,25,1000,618,129,93,47,0,7,48,6,23,4
29,NEAMŢ,"LICEUL TEHNOLOGIC ADJUDENI",449,TĂMĂŞENI,124634,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:42:24",1524,1523,1,0,0,535,535,0,0,0,493,42,1700,1165,84,252,41,3,13,74,4,15,7
29,NEAMŢ,"LICEUL TEHNOLOGIC ”DIMITRIE LEONIDA”",71,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:05:08",1221,1217,1,3,0,612,612,0,0,0,542,39,1300,694,203,97,77,10,1,8,10,96,40
29,NEAMŢ,"LICEUL TEHNOLOGIC ”DIMITRIE LEONIDA”",70,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:11:21",1327,1320,2,5,0,541,536,0,5,0,520,21,1500,959,157,121,73,10,17,43,11,38,50
29,NEAMŢ,"LICEUL TEHNOLOGIC ”DIMITRIE LEONIDA”, CORP A",69,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:18",983,972,3,8,0,403,395,0,8,0,370,23,1100,707,139,95,51,7,2,40,5,14,17
29,NEAMŢ,"LICEUL TEHNOLOGIC ”DIMITRIE LEONIDA” CORP B",72,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:12:03",1007,1003,0,4,0,459,455,0,4,0,426,23,1100,651,93,156,49,3,10,55,6,38,16
29,NEAMŢ,"LICEUL TEHNOLOGIC ECONOMIC ADMINISTRATIV",58,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:46",1283,1268,6,8,1,600,591,0,8,1,560,40,1400,800,174,148,59,8,6,89,11,23,42
29,NEAMŢ,"LICEUL TEHNOLOGIC ”ION CREANGA” PIPIRIG",363,PIPIRIG,123521,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:36",1433,1430,1,2,0,687,685,0,2,0,657,30,1600,913,458,79,40,3,9,23,3,39,3
29,NEAMŢ,"LICEUL TEHNOLOGIC OGLINZI",382,RĂUCEŞTI,123914,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:56:15",1570,1527,1,14,28,912,869,1,14,28,892,20,1700,788,327,378,72,0,0,75,1,36,3
29,NEAMŢ,"LICEUL TEHNOLOGIC OGLINZI (GRĂDINIŢA NR. 1- CORP C)",384,RĂUCEŞTI,123914,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:54",917,897,0,9,11,513,493,0,9,11,485,28,1000,487,79,378,13,1,0,4,1,9,0
29,NEAMŢ,"LICEUL TEHNOLOGIC ”SPIRU HARET”",8,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:47",1181,1174,0,7,0,505,498,0,7,0,477,28,1302,797,181,108,46,9,5,54,10,25,39
29,NEAMŢ,"LICEUL TEHNOLOGIC „VASILE SAV”",86,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:52",953,944,0,8,1,386,377,0,8,1,368,18,1100,714,114,145,37,6,5,39,1,18,3
29,NEAMŢ,"LICEUL TEHNOLOGIC „VASILE SAV”",85,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:28",1018,1013,1,4,0,347,343,0,4,0,334,13,1100,753,122,111,32,4,3,35,0,19,8
29,NEAMŢ,"LICEUL TEHOLOGIC ”SPIRU HARET”",9,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:07:48",1061,1052,2,7,0,476,469,0,7,0,451,25,1200,724,158,110,58,4,4,52,5,25,35
29,NEAMŢ,"LICEUL TEOLOGIC „EPISCOP MELCHISEDEC”",105,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:59",1236,1225,0,10,1,506,495,0,10,1,476,13,1400,911,184,181,35,3,3,37,6,23,4
29,NEAMŢ,"LICEUL TEOLOGIC ORTODOX „SFINȚII ÎMPĂRAȚI CONSTANTIN ȘI ELENA” - CORP A",65,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:03",1167,1160,0,7,0,460,453,0,7,0,430,30,1300,840,143,128,39,6,9,36,9,22,38
29,NEAMŢ,"LICEUL TEOLOGIC ORTODOX „SFINȚII ÎMPĂRAȚI CONSTANTIN ȘI ELENA” - CORP A",62,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:57:14",1210,1203,1,6,0,410,404,0,6,0,375,35,1300,890,149,71,50,3,7,21,5,39,30
29,NEAMŢ,"LICEUL TEOLOGIC ORTODOX „SFINȚII ÎMPĂRAȚI CONSTANTIN ȘI ELENA” - CORP A",67,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:40",1615,1610,1,4,0,514,510,0,4,0,488,26,1800,1286,151,118,56,7,8,56,12,46,34
29,NEAMŢ,"LICEUL TEOLOGIC ORTODOX „SFINȚII ÎMPĂRAȚI CONSTANTIN ȘI ELENA” - CORP A",64,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:41",921,914,1,6,0,371,365,0,6,0,357,14,1000,629,120,75,52,5,9,43,10,19,24
29,NEAMŢ,"LICEUL TEOLOGIC ORTODOX „SFINȚII ÎMPĂRAȚI CONSTANTIN ȘI ELENA” - CORP A",63,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:40:47",1618,1611,1,6,0,540,534,0,6,0,509,31,1800,1260,159,132,60,7,14,55,9,50,23
29,NEAMŢ,"LICEUL TEOLOGIC ORTODOX „SFINȚII ÎMPĂRAȚI CONSTANTIN ȘI ELENA” - CORP A",66,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:35",871,857,3,10,1,328,317,0,10,1,314,14,1000,672,95,79,42,8,8,34,5,26,17
29,NEAMŢ,"LICEUL TEOLOGIC ORTODOX „SFINȚII ÎMPĂRAȚI CONSTANTIN ȘI ELENA” - CORP A (CORP DE GRĂDINIȚĂ)",61,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:32:43",1242,1232,1,7,2,567,558,0,7,2,545,22,1400,832,168,169,43,5,8,70,11,29,42
29,NEAMŢ,"LICEUL TEOLOGIC ORTODOX „SFINȚII ÎMPĂRAȚI CONSTANTIN ȘI ELENA” - CORP A (CORP DE GRĂDINIȚĂ)",60,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:31",886,876,0,9,1,353,343,0,9,1,336,17,1000,647,100,102,25,2,14,56,3,13,21
29,NEAMŢ,"LICEUL TEOLOGIC ORTODOX „SFINȚII ÎMPĂRAȚI CONSTANTIN ȘI ELENA” - CORP A (CORP DE GRĂDINIȚĂ)",59,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:00",1259,1252,3,4,0,552,548,0,4,0,532,20,1400,448,180,148,51,5,5,83,5,24,31
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",412,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:29",1450,1425,0,4,21,505,480,0,4,21,469,36,1500,995,251,77,35,3,5,76,2,16,4
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",413,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:04",1081,1073,0,0,8,408,400,0,0,8,378,30,1200,792,220,69,28,4,4,40,1,10,2
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",411,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:09",900,893,1,1,5,370,364,0,1,5,347,23,1000,630,192,54,24,1,3,54,3,12,4
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",410,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:28",1020,1013,0,0,7,388,381,0,0,7,360,28,1100,712,211,57,26,1,6,46,2,8,3
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",408,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:54",1915,1896,0,4,15,795,776,0,4,15,753,42,2100,1305,386,149,62,8,13,106,7,17,5
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",407,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:50",1098,1081,1,0,16,398,382,0,0,16,382,16,1200,802,202,67,44,3,5,53,0,3,5
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",409,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:22",1097,1089,0,0,8,426,418,0,0,8,397,29,1200,774,171,102,37,4,6,53,3,16,5
29,NEAMŢ,"LICEUL ”VASILE CONTA”",138,"ORAŞ TÂRGU-NEAMŢ",121055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:48:24",1593,1582,6,5,0,707,701,1,5,0,698,9,1700,993,322,173,69,4,6,65,10,37,12
