precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL VERDE-voturi"
20,GORJ,"ŞCOALA PRIMARĂ BRĂTUIA",205,DĂNEŞTI,80123,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:53:50",803,731,0,53,19,691,619,0,53,19,546,18,800,236,30,112,10,336,47,11
20,GORJ,"ŞCOALA PRIMARĂ DĂNEȘTI",204,DĂNEŞTI,80123,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:43:24",1179,1136,1,35,7,760,718,0,35,7,740,20,1300,540,141,43,83,395,21,57
20,GORJ,"ŞCOALA PRIMARĂ ȘASA",206,DĂNEŞTI,80123,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:33",619,579,1,24,15,399,360,0,24,15,383,16,600,201,32,28,64,249,3,7
20,GORJ,"ŞCOALA PRIMARĂ VĂCAREA",207,DĂNEŞTI,80123,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:52:36",754,712,0,33,9,552,510,0,33,9,538,12,835,283,76,31,76,342,5,8
