precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUZAŞ IOAN-NICOLAIE-PARTIDUL NAȚIONAL LIBERAL-voturi","OPRE VIOREL-FLORIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ZATYKO JACINT-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
5,BIHOR,"CLĂDIRE ADMINISTRATIVĂ",547,SÂNIOB,28610,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:23",1093,1040,3,10,40,761,710,1,10,40,741,20,1023,262,16,12,713
5,BIHOR,"ȘCOALA CU CLASELE I-IV",550,SÂNIOB,28610,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:40:44",203,193,0,10,0,145,135,0,10,0,144,1,214,69,33,95,16
5,BIHOR,"ŞCOALA GENERALĂ",549,SÂNIOB,28610,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:46",293,283,0,10,0,129,119,0,10,0,120,9,311,182,29,50,41
5,BIHOR,"ŞCOALA GENERALĂ",548,SÂNIOB,28610,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:39",225,205,0,11,9,138,118,0,11,9,126,12,243,105,7,33,86
