precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANCUŢA ANA-PARTIDUL SOCIAL DEMOCRAT-voturi","CHIRILĂ ALEXANDRU-TEODOR-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢIFUI GHIŢĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHEORGHIU VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"ŞCOALA GIMNAZIALA ”CONSTANTIN ROMANESCU” DREPTU",374,"POIANA TEIULUI",123790,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:06",929,919,0,6,4,507,497,0,6,4,494,13,1000,493,190,247,43,14
29,NEAMŢ,"ȘCOALA GIMNAZIALǍ ”IUSTIN PÎRVU”",373,"POIANA TEIULUI",123790,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:19:58",1297,1284,0,3,10,688,675,0,3,10,652,23,1400,712,233,362,45,12
29,NEAMŢ,"ŞCOALA GIMNAZIALA PETRU VODA",375,"POIANA TEIULUI",123790,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:00:36",1088,1069,0,3,16,543,524,0,3,16,512,31,1200,657,178,251,61,22
29,NEAMŢ,"SOCIETATEA COMERCIALǍ TCE PETROFOREST SRL",376,"POIANA TEIULUI",123790,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:48:06",721,712,0,8,1,424,415,0,8,1,402,17,755,328,110,254,22,16
