precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi"
32,"SATU MARE",GRADINITA,228,"MEDIEŞU AURIT",138084,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 14:55:09",509,497,1,7,4,311,300,0,7,4,302,9,550,239,1,3,4,116,138,14,26
32,"SATU MARE","PRIMARIA MEDIESU AURIT",226,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:06",945,892,0,35,18,599,546,0,35,18,581,18,1000,401,9,25,16,121,273,55,82
32,"SATU MARE","SCOALA GENERALA",230,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:11:33",255,246,1,7,1,136,128,0,7,1,134,2,363,227,3,4,2,33,59,20,13
32,"SATU MARE","SCOALA GENERALA",233,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:30:15",579,564,0,7,8,336,321,0,7,8,334,2,600,264,37,8,68,50,134,6,31
32,"SATU MARE","SCOALA GENERALA",231,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:49:17",165,156,0,9,0,94,85,0,9,0,90,4,200,106,1,6,4,21,47,5,6
32,"SATU MARE","SCOALA GENERALA",229,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:00:00",944,918,3,9,14,456,433,0,9,14,420,36,1000,544,2,7,111,47,216,25,12
32,"SATU MARE","SCOALA GENERALA",232,"MEDIEŞU AURIT",138084,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 15:18:02",806,775,0,12,19,480,449,0,12,19,451,29,850,370,5,7,80,70,239,20,30
32,"SATU MARE","SCOALA MEDIESU AURIT",227,"MEDIEŞU AURIT",138084,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 14:49:05",1324,1295,1,19,9,803,775,0,19,9,771,32,1400,597,24,18,18,154,456,52,49
