precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
39,VASLUI,"CĂMIN CULTURAL POPEŞTI",288,DRAGOMIREŞTI,163486,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:55",177,173,0,4,0,177,173,0,4,0,168,9,400,223,81,64,3,2,1,17
39,VASLUI,"CĂMINUL CULTURAL DRAGOMIREŞTI",283,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:13:14",419,413,0,6,0,232,226,0,6,0,214,18,500,268,109,50,6,3,0,46
39,VASLUI,"LICEUL TEHNOLOGIC VLADIA",291,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:43:06",359,358,0,1,0,197,196,0,1,0,182,15,400,203,50,39,63,5,8,17
39,VASLUI,"LOCUINȚĂ PROPRIETATE PRIVATĂ VIERU MARIA",287,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:50:17",122,116,0,6,0,116,110,0,6,0,107,9,300,184,35,58,6,1,0,7
39,VASLUI,"ŞCOALA GIMNAZIALĂ DOAGELE",286,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:37:34",859,855,1,3,0,399,396,0,3,0,376,23,900,501,179,140,32,2,1,22
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 RĂDENI",289,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:13:47",993,992,0,1,0,512,511,0,1,0,483,29,905,393,55,355,27,30,3,13
39,VASLUI,"ŞCOALA PRIMARĂ BĂBUŢA",284,DRAGOMIREŞTI,163486,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:29:17",80,71,0,8,1,80,71,0,8,1,79,1,200,120,26,28,9,1,0,15
39,VASLUI,"ŞCOALA PRIMARĂ BELZENI",285,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:29:38",215,213,0,1,1,93,91,0,1,1,85,6,300,209,10,11,52,1,6,5
39,VASLUI,"ŞCOALA PRIMARĂ TULEŞTI",290,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:29:11",144,138,0,6,0,73,67,0,6,0,67,6,200,127,16,30,11,3,2,5
