precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
20,GORJ,"ȘCOALA GENERALĂ CÎRBEȘTI",211,DRĂGUŢEŞTI,78016,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:31:11",1260,1221,1,27,11,887,849,0,27,11,854,33,1300,413,198,92,145,366,22,24,7
20,GORJ,"ȘCOALA GENERALĂ DRĂGUȚEȘTI",210,DRĂGUŢEŞTI,78016,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:05:52",910,861,0,40,9,653,604,0,40,9,629,24,900,247,161,82,22,332,2,19,11
20,GORJ,"ȘCOALA GENERALĂ URECHEȘTI",214,DRĂGUŢEŞTI,78016,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:46:28",828,787,0,32,9,604,563,0,32,9,577,27,937,333,153,42,23,336,5,13,5
20,GORJ,"ȘCOALA PRIMARĂ IAȘI-GORJ",212,DRĂGUŢEŞTI,78016,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:01:42",876,827,0,39,10,641,592,0,39,10,603,15,900,282,60,49,20,462,2,8,2
20,GORJ,"ȘCOALA PRIMARĂ TÎLVEȘTI",213,DRĂGUŢEŞTI,78016,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:04:42",545,520,0,19,6,395,370,0,19,6,386,9,600,205,103,75,18,181,6,3,0
