precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STAN MARINICĂ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","SCOROJAN IULIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","STROE VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi"
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL SMIRNA",158,GRIVIŢA,93735,3,PART,PRCNCT,P,P_SV,"2024-06-13 13:57:02",726,691,0,9,26,455,420,0,9,26,443,12,780,325,21,238,184
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ ” ARETA TEODORESCU”",156,GRIVIŢA,93735,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:48",913,870,2,8,33,581,540,0,8,33,569,12,1000,419,150,30,389
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ” ARETA TEODORESCU”",157,GRIVIŢA,93735,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:38",906,851,0,7,48,549,494,0,7,48,537,12,996,447,144,19,374
