precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CĂLIN DOBRIN-voturi"
23,IALOMIŢA,"FOSTA ŞCOALA NR. 1",88,"ORAŞ ŢĂNDĂREI",92765,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:57:24",1098,1095,0,3,0,270,267,0,3,0,241,29,1178,908,10,191,15,5,18,2
23,IALOMIŢA,"LICEUL TEHNOLOGIC ȚĂNDĂREI",80,"ORAŞ ŢĂNDĂREI",92765,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:21:29",1362,1354,1,5,2,504,497,0,5,2,489,15,1497,993,87,231,64,39,66,2
23,IALOMIŢA,"LICEUL TEHNOLOGIC ȚĂNDĂREI (ȘCOALA GIMNAZIALĂ NR. 1)",85,"ORAŞ ŢĂNDĂREI",92765,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:40",1546,1538,1,7,0,487,480,0,7,0,462,25,1680,1193,49,253,36,35,87,2
23,IALOMIŢA,"LICEUL TEHNOLOGIC ȚĂNDĂREI (ȘCOALA GIMNAZIALĂ NR. 1)",86,"ORAŞ ŢĂNDĂREI",92765,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:25:57",969,962,0,7,0,190,183,0,7,0,165,25,1050,860,3,147,5,3,5,2
23,IALOMIŢA,"LICEUL TEORETIC ’’PAUL GEORGESCU’’",81,"ORAŞ ŢĂNDĂREI",92765,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:50:27",1166,1148,1,8,9,396,379,0,8,9,379,17,1300,904,51,256,39,7,25,1
23,IALOMIŢA,"LICEUL TEORETIC ’’PAUL GEORGESCU’’",82,"ORAŞ ŢĂNDĂREI",92765,3,PART,PRCNCT,CL,CL_SV,"2024-06-13 15:53:54",846,834,2,6,4,334,324,0,6,4,319,15,900,566,43,141,66,17,49,3
23,IALOMIŢA,"SALĂ DE SPORT CLUB SPORTIV VICTORIA ȚĂNDĂREI",87,"ORAŞ ŢĂNDĂREI",92765,3,PART,PRCNCT,CL,CL_SV,"2024-06-13 15:58:05",1618,1601,0,15,2,492,475,0,15,2,471,21,1850,1358,81,241,55,40,51,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",83,"ORAŞ ŢĂNDĂREI",92765,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:42:14",1461,1444,0,11,6,562,545,0,11,6,552,10,1598,1036,82,262,88,39,76,5
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",84,"ORAŞ ŢĂNDĂREI",92765,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:12:39",1560,1552,1,5,2,494,487,0,5,2,466,25,1681,1190,86,271,41,11,55,2
