precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SĂVULESCU BOGDAN-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","IDVORIANU GABRIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PĂTRAŞ ANAMARIA-IASMINA-FORȚA DREPTEI-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL PUSTINIŞ",601,UIVAR,159142,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:18:48",628,620,0,5,3,359,351,0,5,3,335,24,700,341,214,113,8
37,TIMIŞ,"CĂMINUL CULTURAL RĂUŢI",602,UIVAR,159142,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:08:02",491,488,0,1,2,240,237,0,1,2,232,8,569,329,108,93,31
37,TIMIŞ,"CĂMINUL CULTURAL SÂNMARTINU MAGHIAR",603,UIVAR,159142,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:32",239,234,0,5,0,129,124,0,5,0,122,7,300,171,84,27,11
37,TIMIŞ,"CĂMINUL CULTURAL UIVAR",600,UIVAR,159142,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:38:17",1195,1183,2,5,5,507,497,0,5,5,507,0,1200,693,373,122,12
