precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FĂGĂRAŞ ŞTEFAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COVRIG PAUL-SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","PRODAN VICTOR-PARTIDUL NAȚIONAL LIBERAL-voturi","RĂDUŢ ANAMARIA-MĂDĂLINA-PARTIDUL ROMÂNIA MARE-voturi","MOLDOVAN DORIN-MIRCEA-PARTIDUL MIȘCAREA POPULARĂ-voturi"
28,MUREŞ,"CĂMIN CULTURAL CERGHID",205,"ORAŞ UNGHENI",119894,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:01:20",425,405,1,8,11,264,245,0,8,11,256,8,450,186,5,45,127,9,70
28,MUREŞ,"CĂMIN CULTURAL MOREŞTI",207,"ORAŞ UNGHENI",119894,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:45",693,672,1,13,7,414,393,1,13,7,373,41,738,324,20,58,267,9,19
28,MUREŞ,"CĂMIN CULTURAL UNGHENI",203,"ORAŞ UNGHENI",119894,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:11:24",899,874,1,18,6,473,450,0,18,5,412,61,969,496,14,69,272,13,44
28,MUREŞ,"CĂMIN CULTURAL UNGHENI",204,"ORAŞ UNGHENI",119894,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:32:50",880,853,2,17,8,487,462,0,17,8,441,46,940,453,55,43,290,17,36
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”EMIL DRĂGAN” UNGHENI",201,"ORAŞ UNGHENI",119894,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:22",942,912,4,18,8,540,514,0,18,8,524,16,1030,490,16,111,283,24,90
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”EMIL DRĂGAN”UNGHENI",202,"ORAŞ UNGHENI",119894,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:08",800,790,0,8,2,433,423,0,8,2,407,26,886,453,28,70,202,33,74
28,MUREŞ,"ȘCOALA PRIMARĂ CERGHIZEL",206,"ORAŞ UNGHENI",119894,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:47:17",415,402,0,5,8,279,266,0,5,8,271,8,451,172,7,15,156,7,86
28,MUREŞ,"ȘCOALA PRIMARĂ ŞĂUŞA",208,"ORAŞ UNGHENI",119894,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:19:05",245,224,0,9,12,177,156,0,9,12,169,8,260,83,1,13,154,0,1
28,MUREŞ,"ȘCOALA PRIMARĂ VIDRASĂU",209,"ORAŞ UNGHENI",119894,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:25:08",971,938,3,14,16,595,565,0,14,16,567,28,1040,445,12,47,393,98,17
