precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IORDACHE PETRE-SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞUŢOIU VALENTIN-DARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MIHAI IONUŢ-VALENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","MIRIŢĂ MIHAI-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ HĂBENI",161,BUCŞANI,66474,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:26:53",1109,1093,1,8,7,668,653,0,8,7,653,15,1210,542,24,344,276,9
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ RACOVIȚA",162,BUCŞANI,66474,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:18",1051,1041,2,3,5,600,592,0,3,5,579,21,1150,550,21,237,308,13
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ RĂȚOAIA",163,BUCŞANI,66474,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:07:37",391,381,1,7,2,266,257,0,7,2,263,3,420,154,10,113,137,3
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”DORA DALLES” BUCȘANI",160,BUCŞANI,66474,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:14:45",1411,1393,1,3,14,890,873,0,3,14,864,26,1550,660,76,429,345,14
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”DORA DALLES” BUCȘANI",159,BUCŞANI,66474,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:17",1469,1445,0,6,18,909,885,0,6,18,877,32,1590,681,70,401,391,15
