precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MORAR NICOLAE-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","NICOARĂ GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","FURDUI PETRU-VALENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
1,ALBA,"ȘCOALA GIMNAZIALĂ LOMAN",376,SĂSCIORI,7099,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:36:56",694,689,0,4,1,350,345,0,4,1,339,11,755,405,167,156,16
1,ALBA,"ȘCOALA GIMNAZIALĂ RĂCHITA",377,SĂSCIORI,7099,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:06:25",782,778,1,3,0,488,485,0,3,0,476,12,856,368,212,178,86
1,ALBA,"ȘCOALA GIMNAZIALĂ SĂSCIORI",373,SĂSCIORI,7099,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:58:39",1328,1317,2,7,2,752,743,0,7,2,733,19,1455,703,518,197,18
1,ALBA,"ȘCOALA PRIMARĂ CĂPÎLNA",374,SĂSCIORI,7099,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:04",677,670,0,6,1,344,337,0,6,1,334,10,739,395,254,70,10
1,ALBA,"ȘCOALA PRIMARĂ LAZ",375,SĂSCIORI,7099,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:59:35",329,321,1,7,0,203,196,0,7,0,194,9,357,154,109,80,5
1,ALBA,"ȘCOALA PRIMARĂ SEBEȘEL",378,SĂSCIORI,7099,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:00:36",1138,1132,1,4,1,732,727,0,4,1,711,21,1254,522,293,386,32
