precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GIREADĂ DUMITRU-VERGINEL-PARTIDUL SOCIAL DEMOCRAT-voturi","TODIREANU DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","ONOFREI VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi"
7,BOTOŞANI,"ȘCOALA CĂTĂMĂREȘTI",305,"MIHAI EMINESCU",38063,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:36:03",510,505,0,5,0,294,289,0,5,0,280,14,600,306,244,27,9
7,BOTOŞANI,"SCOALA CĂTĂMĂREȘTI DEAL",306,"MIHAI EMINESCU",38063,3,PART,PRCNCT,P,P_SV,"2024-06-10 12:01:54",1708,1701,6,1,0,796,795,0,1,0,781,15,1800,1004,516,222,43
7,BOTOŞANI,"SCOALA CĂTĂMĂREȘTI DEAL",307,"MIHAI EMINESCU",38063,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:15:14",1650,1638,1,11,0,775,764,0,11,0,754,21,1700,925,477,241,36
7,BOTOŞANI,"SCOALA CERVICEȘTI",308,"MIHAI EMINESCU",38063,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:04",725,717,0,2,6,435,427,0,2,6,413,22,800,365,297,102,14
7,BOTOŞANI,"SCOALA CUCORĂNI",309,"MIHAI EMINESCU",38063,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:31:07",679,673,1,0,5,412,406,1,0,5,393,19,800,388,298,85,10
7,BOTOŞANI,"SCOALA IPOTEȘTI",304,"MIHAI EMINESCU",38063,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:33:12",529,513,2,2,12,348,333,1,2,12,339,9,600,252,308,31,0
7,BOTOŞANI,"ȘCOALA STÎNCEȘTI",310,"MIHAI EMINESCU",38063,3,PART,PRCNCT,P,P_SV,"2024-06-10 10:11:58",1407,1402,3,0,2,694,692,0,0,2,669,25,1576,882,539,94,36
