precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
33,SĂLAJ,"CAMINUL CULTURAL",184,HIDA,141447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:55",225,224,0,1,0,138,137,0,1,0,131,7,247,109,8,77,16,25,5
33,SĂLAJ,"CĂMINUL CULTURAL",179,HIDA,141447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:33:54",40,14,0,26,0,31,5,0,26,0,31,0,40,9,3,19,4,5,0
33,SĂLAJ,"CĂMINUL CULTURAL",182,HIDA,141447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:02",305,299,0,6,0,150,144,0,6,0,143,7,329,179,18,79,27,13,6
33,SĂLAJ,"CĂMINUL CULTURAL",183,HIDA,141447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:49:19",106,91,1,14,0,61,46,1,14,0,60,1,100,39,8,32,11,7,2
33,SĂLAJ,"CĂMINUL CULTURAL",178,HIDA,141447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:02:46",108,99,0,7,2,61,52,0,7,2,61,0,110,49,5,25,20,9,2
33,SĂLAJ,PRIMĂRIA,177,HIDA,141447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:15:36",859,853,0,1,5,469,463,0,1,5,450,13,888,425,52,241,59,58,40
33,SĂLAJ,"ŞCOALA GENERALĂ",181,HIDA,141447,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:51:18",412,405,0,5,2,203,196,0,5,2,184,12,455,259,19,64,73,19,9
33,SĂLAJ,"ŞCOALA GENERALĂ",180,HIDA,141447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:32:04",26,16,0,10,0,16,6,0,10,0,16,0,40,24,1,5,5,3,2
