precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",176,MÂRŞA,104225,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:47",998,934,0,15,49,661,597,0,15,49,637,12,1026,377,472,27,138
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",177,MÂRŞA,104225,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:04:22",1208,1172,0,8,28,817,781,0,8,28,803,14,1289,472,583,88,132
