precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STOICA CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
19,GIURGIU,"CĂMINUL CULTURAL",96,COLIBAŞI,102071,3,PART,PRCNCT,P,P_SV,"2024-06-10 17:28:02",826,795,0,6,25,642,612,0,6,24,607,35,909,267,607
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CÂMPURELU",98,COLIBAŞI,102071,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:28:47",1045,993,0,4,48,655,603,0,4,48,644,11,1147,492,644
19,GIURGIU,"ŞCOALA PRIMARA NR. 3 COLIBAŞI",97,COLIBAŞI,102071,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:46",691,646,1,17,27,539,495,0,17,27,531,8,741,202,531
