precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
15,COVASNA,"PRIMĂRIA COMUNEI VALEA CRIŞULUI",197,"VALEA CRIŞULUI",64906,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:12",1517,1481,5,8,23,778,744,3,8,23,732,46,1596,818,732
15,COVASNA,"ŞCOALA PRIMARĂ ”DR. BEDŐ ALBERT” CALNIC",198,"VALEA CRIŞULUI",64906,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:50:13",441,418,0,3,20,267,244,0,3,20,259,8,511,244,259
