precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-voturi"
7,BOTOŞANI,"SCOALA BIVOLARI",233,DOBÂRCENI,37100,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:52:30",130,119,0,6,5,75,64,0,6,5,71,4,150,75,3,53,12,3
7,BOTOŞANI,"ȘCOALA BRATENI",234,DOBÂRCENI,37100,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:21:53",462,457,0,0,5,246,241,0,0,5,229,17,500,254,15,120,54,40
7,BOTOŞANI,"SCOALA CISMANESTI",235,DOBÂRCENI,37100,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:22:55",295,282,0,4,9,153,140,0,4,9,148,5,350,197,6,110,28,4
7,BOTOŞANI,"ȘCOALA DOBIRCENI",232,DOBÂRCENI,37100,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:00:26",628,613,1,1,13,354,340,0,1,13,338,16,650,296,43,200,87,8
7,BOTOŞANI,"SCOALA MURGUTA",236,DOBÂRCENI,37100,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:16:02",400,394,0,6,0,255,249,0,6,0,250,5,433,178,24,170,49,7
