precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BURLACU CONSTANTIN-voturi"
7,BOTOŞANI,"GRADINITA NUMARUL 2 ICUSENI",428,VORONA,39872,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:51:00",228,219,0,5,4,124,115,0,5,4,123,1,300,176,64,7,49,1,2,0
7,BOTOŞANI,"LICEUL TEHNOLOGIC STEFAN CEL MARE VORONA",426,VORONA,39872,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:38",790,776,0,3,11,413,399,0,3,11,397,16,850,437,175,38,164,6,9,5
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII ALEXANDRU CEL BUN ICUSENI",429,VORONA,39872,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:42:59",781,769,0,3,9,358,346,0,3,9,350,8,900,521,240,34,63,6,5,2
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII IONITA PANCUL VORONA",427,VORONA,39872,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:23:17",486,476,0,5,5,236,226,0,5,5,217,15,550,314,108,24,76,4,3,2
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII LUCA ARBORE VORONA MARE",432,VORONA,39872,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:52:18",996,980,1,3,12,492,477,0,3,12,475,17,1100,606,159,65,209,15,1,26
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII NICOLAE IORGA POIANA",431,VORONA,39872,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:37:11",968,950,0,4,14,478,460,0,4,14,457,21,1000,522,252,32,148,15,9,1
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII RALUCA IURASCU JOLDESTI",430,VORONA,39872,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:51",1020,1000,1,2,17,519,499,1,2,17,478,41,1100,581,222,24,165,53,7,7
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ ” AL. I. CUZA” VORONA",425,VORONA,39872,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:46:39",781,771,2,3,5,354,345,1,3,5,339,15,855,501,134,55,89,33,25,3
