precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ENACHE GABRIELA-PARTIDUL NAȚIONAL LIBERAL-voturi","CREŢU GEORGE-MARIAN-FORȚA DREPTEI-voturi","CIOBANU MARIAN-LAURENŢIU-voturi"
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL CALFA",192,TOPOLOG,161384,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:34:50",107,99,0,8,0,65,57,0,8,0,55,10,109,44,12,4,39
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL LUMINIȚA",195,TOPOLOG,161384,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:57:04",197,189,0,7,1,109,101,0,7,1,98,11,214,105,27,5,66
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL MĂGURELE",196,TOPOLOG,161384,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:00:27",186,180,0,6,0,109,103,0,6,0,103,6,198,89,30,6,67
38,TULCEA,"LICEUL TEHNOLOGIC TOPOLOG",190,TOPOLOG,161384,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:17",920,915,0,0,5,500,495,0,0,5,465,35,1018,518,126,31,308
38,TULCEA,"LICEUL TEHNOLOGIC TOPOLOG",191,TOPOLOG,161384,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:07:24",977,971,0,1,5,557,551,0,1,5,507,50,1079,522,120,42,345
38,TULCEA,"ŞCOALA GIMNAZIALĂ FĂGĂRAȘU NOU",194,TOPOLOG,161384,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:00:57",487,484,0,3,0,228,225,0,3,0,202,26,534,306,65,14,123
38,TULCEA,"ŞCOALA PRIMARĂ CERBU",193,TOPOLOG,161384,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:30",178,167,0,9,2,84,73,0,9,2,76,8,185,101,17,10,49
38,TULCEA,"ŞCOALA PRIMARĂ SÂMBĂTA NOUĂ",197,TOPOLOG,161384,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:35",405,400,0,3,2,228,223,0,3,2,213,15,443,215,51,24,138
