precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ADAM ATANASIE-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞOVĂILĂ NICU-UNIUNEA SALVAȚI ROMÂNIA-voturi","BARBU IRINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CORBEANU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞERBAN CORNELIU-MARIAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
17,DOLJ,"CAMIN CULTURAL GOIESTI SALA",373,GOIEŞTI,72677,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:26:04",1203,1143,3,38,19,840,784,0,37,19,760,31,1187,396,186,31,14,492,37
17,DOLJ,"SCOALA CLS I-IV MOGOSESTI SALA",375,GOIEŞTI,72677,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:14:50",544,531,0,10,3,368,355,0,10,3,358,8,600,234,117,11,10,216,4
17,DOLJ,"SCOALA CU CLS I-IV MALAESTI SALA",374,GOIEŞTI,72677,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:07:28",305,295,0,7,3,200,190,0,7,3,197,3,400,200,111,3,3,76,4
17,DOLJ,"SCOALA CU CLS I-VIII TANDARA SALA",376,GOIEŞTI,72677,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:12:57",556,541,0,9,6,387,372,0,9,6,374,13,600,213,186,27,8,144,9
