precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SZŐCS TIBOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","LŐRINCZ CSABA-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
21,HARGHITA,"LICEUL TEHNOLOGIC ”GÁBOR ÁRON”, VLĂHIŢA",87,"ORAŞ VLĂHIŢA",83749,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:01:51",930,928,0,2,0,496,494,0,2,0,489,7,1000,504,91,398
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÁRTONFFI JÁNOS”, VLĂHIŢA",83,"ORAŞ VLĂHIŢA",83749,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:29",1348,1340,2,6,0,699,693,0,6,0,663,36,1700,1001,82,581
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÁRTONFFI JÁNOS”, VLĂHIŢA",84,"ORAŞ VLĂHIŢA",83749,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:34:37",1593,1579,6,5,3,1013,1001,4,5,3,999,14,1600,587,79,920
21,HARGHITA,"ȘCOALA GIMNAZIALĂ TAMÁSI ÁRON, VLĂHIŢA",85,"ORAŞ VLĂHIŢA",83749,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:38:29",1088,1084,2,1,1,540,537,1,1,1,522,18,1200,660,103,419
21,HARGHITA,"ȘCOALA GIMNAZIALĂ TAMÁSI ÁRON, VLĂHIŢA",86,"ORAŞ VLĂHIŢA",83749,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:25",1162,1152,3,3,4,543,535,1,3,4,525,18,1200,657,115,410
