precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NISTOR CĂLIN-FLORIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","VAIDA IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","LOBONŢ IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
5,BIHOR,"CĂMIN CULTURAL",596,ŞOIMI,31422,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:09:48",238,225,1,11,1,184,172,0,11,1,180,4,252,68,1,95,84
5,BIHOR,"FOSTA ŞCOALĂ CU CLASELE I - IV",598,ŞOIMI,31422,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:19:43",91,84,0,7,0,57,50,0,7,0,56,1,93,36,2,34,20
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - IV",594,ŞOIMI,31422,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:52",88,84,0,3,1,88,84,0,3,1,87,1,141,53,2,45,40
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - IV",597,ŞOIMI,31422,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:05:07",64,59,0,5,0,52,47,0,5,0,50,2,68,16,2,36,12
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I- IV",595,ŞOIMI,31422,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:58:28",131,126,0,4,1,109,104,0,4,1,108,1,139,30,1,50,57
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I-IV ȘOIMI",593,ŞOIMI,31422,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:00:58",639,631,0,7,1,203,195,0,7,1,182,10,676,484,5,99,78
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - VIII",599,ŞOIMI,31422,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:26:21",109,103,0,6,0,68,62,0,6,0,66,2,115,47,3,45,18
5,BIHOR,"ŞCOALA CU CLASELE I - VIII",600,ŞOIMI,31422,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:06",432,396,1,29,6,357,322,0,29,6,352,5,443,86,3,220,129
