precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
20,GORJ,"ȘCOALA GIMNAZIALĂ” NICOLAE TOMOVICI PLOPȘOR” PLOPȘORU",265,PLOPŞORU,81264,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:30:50",1885,1860,0,10,15,1248,1223,0,10,15,1229,19,2000,752,272,63,357,373,126,38
20,GORJ,"ȘCOALA GIMNAZIALĂ PISCURI",267,PLOPŞORU,81264,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:28:56",1025,1009,1,7,8,724,709,0,7,8,713,11,1100,376,296,24,257,124,11,1
20,GORJ,"ȘCOALA PRIMARĂ BROȘTENI",266,PLOPŞORU,81264,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:25:25",808,795,1,0,12,538,526,0,0,12,522,16,900,362,150,57,148,125,38,4
20,GORJ,"ȘCOALA PRIMARĂ VĂLENI",268,PLOPŞORU,81264,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 14:40:05",1550,1539,2,0,9,909,900,0,0,9,864,45,1748,839,139,83,297,176,161,8
