precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL CIREŞU",368,CRICIOVA,156534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:13",294,274,1,15,4,221,201,1,15,4,214,7,300,79,30,104,14,66
37,TIMIŞ,"CĂMINUL CULTURAL CRICIOVA",367,CRICIOVA,156534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:18:31",644,591,3,35,15,505,455,0,35,15,496,9,700,195,106,253,63,74
37,TIMIŞ,"CĂMINUL CULTURAL JDIOARA",369,CRICIOVA,156534,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:48:59",458,423,1,26,8,363,328,1,26,8,358,5,432,69,55,170,8,125
