precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
6,BISTRIŢA-NĂSĂUD,"CAMIN CULTURAL ”GRIGORE PLETOSU”",259,ŞIEU-MĂGHERUŞ,34690,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:28:03",546,538,0,3,5,287,279,0,3,5,277,10,600,313,180,53,10,29,5
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ARCALIA",258,ŞIEU-MĂGHERUŞ,34690,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:24:49",781,773,1,4,3,402,396,0,4,2,383,19,912,510,260,56,7,56,4
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL CRAINIMĂT",260,ŞIEU-MĂGHERUŞ,34690,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:02",887,884,0,3,0,447,444,0,3,0,420,27,950,503,253,53,70,40,4
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SĂRĂŢEL",261,ŞIEU-MĂGHERUŞ,34690,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:57:42",487,476,1,7,3,236,226,0,7,3,229,7,506,270,138,58,13,16,4
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŞIEU-MĂGHERUŞ",257,ŞIEU-MĂGHERUŞ,34690,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:02:47",995,987,0,6,2,524,516,0,6,2,510,14,1115,591,335,76,29,67,3
