precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
4,BACĂU,"CĂMIN CULTURAL",375,"GURA VĂII",20607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:31:00",931,922,0,3,6,474,465,0,3,6,459,15,1000,526,396,30,21,12
4,BACĂU,"CLĂDIRE ADMINISTRATIVĂ",376,"GURA VĂII",20607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:30:12",98,92,0,6,0,60,54,0,6,0,57,3,100,40,31,21,4,1
4,BACĂU,"GRĂDINIŢA PĂTRĂŞCANI",373,"GURA VĂII",20607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:27:29",319,312,0,7,0,185,178,0,7,0,177,8,400,215,132,20,11,14
4,BACĂU,"PRIMĂRIA GURA VĂII",372,"GURA VĂII",20607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:07:33",1191,1169,1,7,14,633,612,0,7,14,598,35,1200,567,433,36,86,43
4,BACĂU,"ŞCOALA CAPĂTA",374,"GURA VĂII",20607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:46:15",279,276,0,3,0,160,157,0,3,0,154,6,300,140,126,15,8,5
4,BACĂU,"ŞCOALA PĂLTINATA",377,"GURA VĂII",20607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:09",339,327,1,6,5,194,183,0,6,5,189,5,400,206,170,7,8,4
4,BACĂU,"ŞCOALA TEMELIA",378,"GURA VĂII",20607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:23:07",792,784,1,3,4,290,282,1,3,4,268,22,800,510,199,48,16,5
