precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STOICA MARIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BUDAI RALUCA-PARTIDUL NAȚIONAL LIBERAL-voturi","SAVA TRAIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PĂCURARU NICUŞOR-PARTIDUL SOCIAL DEMOCRAT-voturi"
41,VRANCEA,"GRADINITA NR 1",360,VULTURU,178821,2,PART,PRCNCT,P,P_SV,"2024-06-11 19:16:51",1273,1259,0,10,4,415,405,0,6,4,386,29,1390,975,52,62,19,253
41,VRANCEA,"SCOALA BOTARLAU",361,VULTURU,178821,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:45",1212,1192,1,6,13,403,384,0,6,13,393,10,1332,929,58,66,55,214
41,VRANCEA,"SCOALA GENERALA VULTURU",359,VULTURU,178821,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:37",1254,1248,0,0,6,420,414,0,0,6,409,11,1384,964,61,59,33,256
41,VRANCEA,"SCOALA GENERALA VULTURU",358,VULTURU,178821,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:21",1260,1246,2,4,8,454,442,0,4,8,418,36,1387,933,48,58,24,288
41,VRANCEA,"SCOALA HANGULESTI",362,VULTURU,178821,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:17:42",912,893,0,6,13,428,410,0,6,12,414,14,984,556,62,28,24,300
41,VRANCEA,"SCOALA MALURI",363,VULTURU,178821,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:29:31",410,396,0,5,9,187,173,0,5,9,181,6,447,260,5,9,45,122
41,VRANCEA,"SCOALA VADU ROSCA",364,VULTURU,178821,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:26",527,519,0,6,2,191,183,0,6,2,180,11,575,384,37,41,14,88
