precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUDEA MARIUS-VALENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GROZA VIOREL-MARIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","BLIDAR CRISTIAN-RAREŞ-PARTIDUL SOCIAL DEMOCRAT-voturi"
2,ARAD,"CĂMINUL CULTURAL ACIUŢA",337,PLEŞCUŢA,11762,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:01:25",175,162,3,10,0,135,122,3,10,0,132,3,180,45,2,106,24
2,ARAD,"CĂMINUL CULTURAL GURA VĂII",338,PLEŞCUŢA,11762,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:13:38",235,224,0,3,8,159,148,0,3,8,158,1,243,84,22,106,30
2,ARAD,"CĂMINUL CULTURAL TĂLAGIU",339,PLEŞCUŢA,11762,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:24:48",315,295,0,13,7,243,224,0,12,7,232,11,323,80,3,108,121
2,ARAD,"PRIMĂRIA COMUNEI PLEŞCUŢA",336,PLEŞCUŢA,11762,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:36:13",220,205,0,10,5,171,156,0,10,5,167,4,230,59,19,128,20
