precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIUBOTARIU ANDREI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CORCIOVĂ GRIGORE-PARTIDUL NAȚIONAL LIBERAL-voturi","MIHALACHE MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","CÂRLESCU VASILICA-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","GRUNZU OTONEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
24,IAŞI,"CĂMIN CULTURAL POCREACA",651,"SCHITU DUCA",98827,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:07",328,313,0,8,7,197,182,0,8,7,182,15,400,203,4,122,43,13,0
24,IAŞI,"SCOALA GIMNAZIALA DUMITRESTII GALATII",650,"SCHITU DUCA",98827,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:04:50",522,508,0,5,9,332,318,0,5,9,315,17,600,268,10,211,52,38,4
24,IAŞI,"SCOALA GIMNAZIALA POIENI",653,"SCHITU DUCA",98827,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:06",698,694,0,1,3,373,369,0,1,3,357,16,700,327,17,202,64,60,14
24,IAŞI,"SCOALA GIMNAZIALA SATU NOU",654,"SCHITU DUCA",98827,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:31:45",424,412,1,6,5,218,207,0,6,5,211,6,500,283,13,113,30,52,3
24,IAŞI,"SCOALA PRIMARA POIANA",652,"SCHITU DUCA",98827,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:05:15",353,337,0,4,12,183,167,0,4,12,178,5,396,213,10,70,53,45,0
24,IAŞI,"SCOALA PRIMARA SCHITU DUCA",649,"SCHITU DUCA",98827,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:22:32",476,465,0,3,8,286,275,0,3,8,270,16,500,214,16,171,40,40,3
24,IAŞI,"SCOALA PRIMARA SLOBOZIA",655,"SCHITU DUCA",98827,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:52",364,361,0,3,0,194,191,0,3,0,178,16,400,206,5,125,35,12,1
