precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MORARU MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","LUCA ALIN-ANDREI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DRAGOMANU LUCIAN-FORȚA DREPTEI-voturi"
39,VASLUI,"CĂMINUL CULTURAL BÎRZEŞTI",475,"ŞTEFAN CEL MARE",166057,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:50",977,962,0,1,14,537,522,0,1,14,525,12,1076,539,492,14,19
39,VASLUI,"CĂMINUL CULTURAL, ŞTEFAN CEL MARE",474,"ŞTEFAN CEL MARE",166057,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:35:05",597,588,0,1,8,361,352,0,1,8,348,13,644,283,320,19,9
39,VASLUI,"ŞCOALA PRIMARA, BRĂHĂŞOAIA",476,"ŞTEFAN CEL MARE",166057,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:44",402,388,0,5,9,225,211,0,5,9,222,3,438,213,211,5,6
39,VASLUI,"ŞCOALA PRIMARA ”CONSTANTIN MANOILESCU” MARASENI",477,"ŞTEFAN CEL MARE",166057,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:58:23",793,781,0,5,7,450,438,0,5,7,441,9,865,415,398,35,8
