precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANTAL PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","KOCSIK EMERIC-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BLIDAR ANIŞOARA-NICOLETA-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂGUŢ CIPRIAN-NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CHEREŞ ALEXANDRU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
2,ARAD,"CASA DE CULTURĂ „DORU IOAN PETESCU”",150,"ORAŞ PECICA",11584,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:23:52",1153,1136,4,9,4,609,595,1,9,4,592,17,1260,651,316,15,17,235,9
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT",152,"ORAŞ PECICA",11584,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:34:02",1359,1345,1,11,2,611,598,0,11,2,586,25,1500,889,262,75,21,223,5
2,ARAD,"LICEUL TEORETIC „GHEORGHE LAZĂR”",151,"ORAŞ PECICA",11584,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:29:35",1671,1656,5,6,4,838,828,0,6,4,810,28,1860,1022,302,23,25,443,17
2,ARAD,"PRIMĂRIA ORAȘULUI PECICA",153,"ORAŞ PECICA",11584,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:39:29",1328,1273,10,9,36,688,641,4,8,35,664,24,1410,722,301,184,23,141,15
2,ARAD,"ŞCOALA PRIMARĂ 1 PECICA",156,"ORAŞ PECICA",11584,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:38:22",1711,1689,6,13,3,914,897,1,13,3,880,34,1860,946,443,6,40,372,19
2,ARAD,"ŞCOALA PRIMARĂ 2 PECICA",154,"ORAŞ PECICA",11584,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:33",1358,1344,3,9,2,673,662,0,9,2,652,21,1490,817,267,211,16,133,25
2,ARAD,"ŞCOALA PRIMARĂ 3 PECICA",155,"ORAŞ PECICA",11584,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:00",1624,1610,1,13,0,618,605,0,13,0,580,38,1790,1172,247,84,35,207,7
2,ARAD,"ŞCOALA PRIMARĂ SEDERHAT",157,"ORAŞ PECICA",11584,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:44:33",269,258,1,9,1,128,118,0,9,1,124,4,292,162,86,3,5,28,2
2,ARAD,"ȘCOALA PRIMARĂ TURNU",158,"ORAŞ PECICA",11584,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:54:25",1058,1045,3,6,4,477,467,0,6,4,464,13,1170,693,197,19,17,195,36
