precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,GRĂDINIŢA,440,TARCĂU,124493,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:48:24",433,423,0,7,3,259,249,0,7,3,257,2,500,230,35,27,88,102,5
29,NEAMŢ,GRĂDINIŢA,441,TARCĂU,124493,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:20",530,525,2,2,1,272,269,0,2,1,254,18,600,328,73,31,62,78,10
29,NEAMŢ,GRĂDINIŢA,439,TARCĂU,124493,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:44:53",277,266,0,10,1,183,172,0,10,1,179,4,300,117,38,18,33,86,4
29,NEAMŢ,"ŞCOLA GIMNAZIALĂ ”IULIA HĂLĂUCESCU”, COMUNA TARCĂU, JUDEŢUL NEAMŢ",437,TARCĂU,124493,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:44:35",761,740,0,7,14,464,443,0,7,14,451,13,800,336,104,81,120,133,13
29,NEAMŢ,"ŞCOLA GIMNAZIALĂ ”IULIA HĂLĂUCESCU”, COMUNA TARCĂU, JUDEŢUL NEAMŢ",438,TARCĂU,124493,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:48",818,801,1,6,10,445,429,0,6,10,433,12,900,455,75,65,132,143,18
