precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TĂTARU VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","ANDRIEŞ GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MIHĂILĂ VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi"
4,BACĂU,"PRIMĂRIA PLOPANA",516,PLOPANA,24427,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:41",749,718,1,11,19,367,336,1,11,19,352,15,800,433,201,126,25
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL FUNDU TUTOVEI",517,PLOPANA,24427,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:22",467,450,0,8,9,207,190,0,8,9,197,10,500,293,104,70,23
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL IŢCANI",518,PLOPANA,24427,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:45:23",621,597,0,15,9,313,289,0,15,9,310,3,600,287,254,56,0
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL STRĂMINOASA",520,PLOPANA,24427,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:25:29",326,313,0,5,8,170,157,0,5,8,163,7,400,230,138,20,5
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL RUSENII-RĂZEŞI",519,PLOPANA,24427,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:04",318,290,0,12,16,189,161,0,12,16,171,12,300,117,126,33,12
