precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
28,MUREŞ,"CĂMINUL CULTURAL BÎRLIBAȘ",520,"SÂNPETRU DE CÂMPIE",119527,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:04:38",127,114,1,9,3,87,74,1,9,3,86,1,130,43,6,65,6,3,0,3,3,0
28,MUREŞ,"CĂMINUL CULTURAL SÎNGEORGIU DE CÎMPIE",523,"SÂNPETRU DE CÂMPIE",119527,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:34:25",279,259,0,13,7,198,178,0,13,7,186,10,287,91,43,110,2,1,1,5,1,23
28,MUREŞ,"CĂMINUL CULTURAL SÎNPETRU DE CÎMPIE",519,"SÂNPETRU DE CÂMPIE",119527,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:02:11",875,819,0,23,33,571,515,0,23,33,535,36,898,327,116,281,32,31,1,56,14,4
28,MUREŞ,"FOSTA ȘCOALA PRIMARA SATU -NOU",522,"SÂNPETRU DE CÂMPIE",119527,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:37:28",180,165,0,10,5,133,118,0,10,5,127,6,180,47,47,58,15,1,1,2,2,1
28,MUREŞ,"ȘCOALA GENERALĂ DÎMBU",521,"SÂNPETRU DE CÂMPIE",119527,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:51:49",477,454,0,4,19,352,329,0,4,19,317,26,500,157,111,153,47,1,1,0,0,4
28,MUREŞ,"ȘCOALA GENERALĂ TUȘINU",524,"SÂNPETRU DE CÂMPIE",119527,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:30:53",382,357,0,16,9,267,242,0,16,9,234,8,380,138,43,146,14,18,1,1,1,10
