precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IGREŢ IOAN-FLOREDAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POCRIŞER DAN-ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","STOICA IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
2,ARAD,"CLĂDIRE „BUCURIA COPIILOR”",145,"ORAŞ PÂNCOTA",9654,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:23:58",1112,1074,2,14,22,589,553,0,14,22,580,9,1180,591,9,428,143
2,ARAD,"GRĂDINIŢA PN PÂNCOTA",148,"ORAŞ PÂNCOTA",9654,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:08:03",1369,1344,1,13,11,678,654,0,13,11,632,46,1493,815,20,527,85
2,ARAD,"LICEUL TEORETIC PÂNCOTA",147,"ORAŞ PÂNCOTA",9654,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:56:30",1402,1377,5,9,11,647,627,0,9,11,629,15,1530,883,26,461,142
2,ARAD,"LICEUL TEORETIC PÂNCOTA",146,"ORAŞ PÂNCOTA",9654,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:08:23",1354,1320,6,10,18,696,667,1,10,18,679,17,1460,764,17,505,157
2,ARAD,"ŞCOALA GIMNAZIALĂ MĂDERAT",149,"ORAŞ PÂNCOTA",9654,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:04:00",1306,1278,1,16,11,612,585,0,16,11,601,11,1410,798,25,485,91
