precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"KLIMENT IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MÎNDRILA IOAN-NICU-UNIUNEA SALVAȚI ROMÂNIA-voturi","CHIRILĂ EMANUEL-VALENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","PIŢ-DOGAR COSMINA-LENUŢA-PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CĂMIN CULTURAL BULZ",282,BULZ,27935,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:35:19",648,635,0,3,10,507,494,0,3,10,500,7,708,201,11,54,236,199
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 MUNTENI",283,BULZ,27935,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:14",403,393,0,4,6,326,316,0,4,6,320,6,440,114,0,20,112,188
5,BIHOR,"ȘCOALA PRIMARĂ NR. 1 REMEȚI",284,BULZ,27935,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:45",630,603,2,8,17,469,444,0,8,17,459,10,654,185,15,7,179,258
