precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VASILACHE GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COSTEA NELU-PARTIDUL NAȚIONAL LIBERAL-voturi","MARIN GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","GRAMA IULIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi"
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1 MATCA",345,MATCA,76692,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:50:10",1427,1418,0,9,0,731,722,0,9,0,712,19,1576,845,13,169,521,9
18,GALAŢI,"GRADINITA CU PROGRAM PRELUNGIT NR.1 MATCA",344,MATCA,76692,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:42:45",1617,1603,8,6,0,897,891,0,6,0,873,18,1760,869,14,198,648,13
18,GALAŢI,"GRADINITA CU PROGRAM PRELUNGIT NR.1 MATCA",343,MATCA,76692,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:40:36",1481,1476,0,5,0,773,768,0,5,0,761,12,1636,863,11,123,617,10
18,GALAŢI,"SCOALA DIMITRIE CANTEMIR NR.3, MATCA",340,MATCA,76692,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:00:25",1471,1467,0,4,0,819,815,0,4,0,803,16,1628,809,10,120,661,12
18,GALAŢI,"SCOALA DIMITRIE CANTEMIR NR.3, MATCA",341,MATCA,76692,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:51:30",2010,1985,0,25,0,1111,1086,0,25,0,1078,33,2184,1073,14,150,900,14
18,GALAŢI,"SCOALA GIMNAZIALA NR.1 MATCA - CORP C",342,MATCA,76692,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:57:09",1877,1872,0,4,1,976,971,0,4,1,945,31,2061,1085,20,174,738,13
