precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 VÂNĂTORII MICI",237,"VÂNĂTORII MICI",105972,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:30:35",801,783,0,14,4,542,524,0,14,4,535,7,863,321,316,18,80,109,12,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 IZVORU",240,"VÂNĂTORII MICI",105972,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:52:21",601,582,2,6,11,437,420,0,6,11,434,3,651,214,151,20,9,248,5,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 3 VÂNĂTORII MARI",242,"VÂNĂTORII MICI",105972,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:51:03",895,865,0,12,18,684,654,0,12,18,657,27,978,294,482,37,15,104,19,0
19,GIURGIU,"ŞCOALA PRIMARĂ NR.5 POIANA LUI STÂNGĂ",241,"VÂNĂTORII MICI",105972,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:07",586,575,0,9,2,415,404,0,9,2,406,9,635,220,297,20,17,67,4,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR.6 CORBEANCA",238,"VÂNĂTORII MICI",105972,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:42:16",404,390,0,13,1,309,295,0,13,1,295,12,432,125,203,12,22,56,1,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR.7 CUPELE",239,"VÂNĂTORII MICI",105972,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:29",349,340,0,7,2,245,236,0,7,2,233,12,379,134,125,15,3,84,4,2
