precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RĂCĂREANU ION-PARTIDUL SOCIAL DEMOCRAT-voturi","CREŢU IONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PRIBOI ION-PARTIDUL NAȚIONAL LIBERAL-voturi"
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL BRĂDEŞTII BĂTRÂNI",263,BRĂDEŞTI,71055,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:11:57",325,303,0,15,7,228,206,0,15,7,223,5,400,172,192,16,15
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL ” CURCUBEUL ” RĂCARI",265,BRĂDEŞTI,71055,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:49",949,896,3,42,8,642,592,0,42,8,628,14,1000,358,584,24,20
17,DOLJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT ” DUMITRU CONSTANTINESCU ” TATOMIREŞTI",266,BRĂDEŞTI,71055,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:34:47",848,824,0,13,11,564,540,0,13,11,552,12,900,336,473,25,54
17,DOLJ,"SCOALA GENERALA PISCANI",264,BRĂDEŞTI,71055,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:53:43",73,62,0,11,0,56,45,0,11,0,56,0,112,56,52,3,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”IOAN GRECESCU ” BRĂDEŞTI",262,BRĂDEŞTI,71055,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:21:10",1607,1549,3,42,13,993,937,1,42,13,960,33,1661,668,723,68,169
