precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COCOŞ GRIGORE-voturi"
14,CONSTANŢA,"ANEXA LICEULUI TEHNOLOGIC ”NICOLAE DUMITRESCU”",430,CUMPĂNA,61620,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:17:35",1923,1911,3,7,2,958,949,0,7,2,926,32,2103,1145,133,98,504,171,20
14,CONSTANŢA,"GRĂDINIȚA ”FLORILOR”",429,CUMPĂNA,61620,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:08:46",1906,1888,1,16,1,963,946,0,16,1,939,24,2077,1114,125,84,511,188,31
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”NICOLAE DUMITRESCU”",426,CUMPĂNA,61620,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:23:48",1764,1753,1,8,2,903,893,0,8,2,887,16,1931,1028,127,80,533,122,25
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”NICOLAE DUMITRESCU”",425,CUMPĂNA,61620,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:29:08",1866,1837,2,26,1,989,962,0,26,1,953,36,2015,1026,92,82,598,162,19
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”NICOLAE DUMITRESCU”",424,CUMPĂNA,61620,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:35:07",1734,1727,1,5,1,819,813,0,5,1,789,30,1900,1081,93,78,449,162,7
14,CONSTANŢA,"SALA DE SPORT 1",427,CUMPĂNA,61620,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:20:48",1976,1967,1,5,3,1005,997,0,5,3,989,16,2162,1157,135,79,550,199,26
14,CONSTANŢA,"SALA DE SPORT 1",428,CUMPĂNA,61620,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:59:26",1981,1971,4,6,0,966,959,1,6,0,934,32,2168,1202,105,89,508,208,24
