precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 2",155,HOTARELE,103639,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:29",567,515,0,49,3,435,383,0,49,3,423,12,570,135,198,180,23,22
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 3",157,HOTARELE,103639,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:53",600,552,0,46,2,464,416,0,46,2,448,16,611,147,253,157,30,8
19,GIURGIU,"LICEUL ”UDRIŞTE NĂSTUREL”",156,HOTARELE,103639,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:15:32",621,552,0,63,6,424,355,0,63,6,408,16,610,186,240,143,16,9
19,GIURGIU,"LICEUL ”UDRISTE NASTUREL HOTARELE",154,HOTARELE,103639,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:44:40",1088,987,0,96,5,812,711,0,96,5,778,34,1085,273,312,414,20,32
