precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
33,SĂLAJ,"CLĂDIRE MULTIFUNCŢIONALĂ",76,BĂBENI,140084,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:34:13",82,66,0,12,4,77,61,0,12,4,72,5,90,13,38,8,13,13
33,SĂLAJ,"CORP B , BIBLIOTECA COMUNALĂ",73,BĂBENI,140084,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:58",442,382,0,36,24,335,275,0,36,24,320,15,444,109,139,49,35,97
33,SĂLAJ,"ŞCOALA CLIŢ",75,BĂBENI,140084,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:40:30",181,151,0,19,11,129,99,0,19,11,124,5,180,51,70,6,3,45
33,SĂLAJ,"ŞCOALA POIENIŢA",77,BĂBENI,140084,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:23:02",178,150,0,17,11,130,102,0,17,11,122,8,180,50,41,6,10,65
33,SĂLAJ,"ŞCOALA VECHE CIOCMANI",74,BĂBENI,140084,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:18:10",632,450,1,144,37,513,331,1,144,37,498,15,534,21,256,8,58,176
