precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IRIMIE MIHAI-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","NEAMŢ IORDAN-IONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MATIEŞ GEORGE-CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BĂLATA",475,ŞOIMUŞ,91330,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:39:56",365,362,0,3,0,245,242,0,3,0,235,8,400,156,214,11,10
22,HUNEDOARA,"CĂMINUL CULTURAL BOHOLT",476,ŞOIMUŞ,91330,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:52:05",279,270,0,6,3,194,185,0,6,3,188,6,300,106,159,8,21
22,HUNEDOARA,"CĂMINUL CULTURAL CHIŞCĂDAGA",477,ŞOIMUŞ,91330,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:04:26",305,283,0,12,10,237,215,0,12,10,232,5,320,83,219,5,8
22,HUNEDOARA,"CĂMINUL CULTURAL FORNĂDIA",478,ŞOIMUŞ,91330,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:25:07",173,168,0,4,1,130,125,0,4,1,128,2,190,60,97,18,13
22,HUNEDOARA,"CĂMINUL CULTURAL PĂULIŞ",479,ŞOIMUŞ,91330,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:27:44",566,555,0,10,1,355,344,0,10,1,349,6,620,265,258,15,76
22,HUNEDOARA,"CĂMINUL CULTURAL ŞOIMUŞ",474,ŞOIMUŞ,91330,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:07:24",1090,1072,1,7,10,677,660,0,7,10,650,27,1197,520,544,46,60
22,HUNEDOARA,"ŞCOALA GENERALĂ SULIGHETE",480,ŞOIMUŞ,91330,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:13:07",234,225,0,8,1,158,149,0,8,1,155,3,248,90,139,5,11
