precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CORBU LAURENŢIU-MIRCEA-PARTIDUL NAȚIONAL LIBERAL-voturi","SAVIN EMANOIL-PARTIDUL SOCIAL DEMOCRAT-voturi","VĂSII MIHAI-ALIANȚA PMP - FORȚA DREPTEI-voturi","BUCUR FLORIN-PARTIDUL S.O.S. ROMÂNIA-voturi","FLORESCU ALEXANDRU-EMIL-voturi","TOTPAL MIHAI-MIRCEA-voturi"
31,PRAHOVA,"COLEGIUL ION KALINDERU",218,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:03:43",880,864,2,12,2,553,539,0,12,2,536,17,962,409,97,188,4,60,182,5
31,PRAHOVA,"GRĂDINIŢA CU PP SI PN ”FRAM - URSUL POLAR”",221,"ORAŞ BUŞTENI",131210,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:41",555,547,0,8,0,324,316,0,8,0,320,4,645,321,53,124,4,30,107,2
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CEZAR PETRESCU”",224,"ORAŞ BUŞTENI",131210,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:37:22",1231,1218,0,9,4,752,739,0,9,4,729,19,1316,568,194,260,3,71,191,10
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CEZAR PETRESCU”",225,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:58:26",802,799,1,2,0,480,478,0,2,0,471,9,897,417,160,154,10,40,93,14
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NESTOR URECHIA”",220,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:58:18",909,888,8,11,2,534,521,0,11,2,528,6,1000,427,101,164,12,41,202,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NESTOR URECHIA”",219,"ORAŞ BUŞTENI",131210,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:10:31",922,907,3,4,8,575,563,0,4,8,570,5,1012,437,133,215,9,59,147,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”REGINA ELISABETA”",223,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:19:46",1261,1240,4,13,4,774,757,0,13,4,760,14,1345,571,171,298,4,63,197,27
31,PRAHOVA,"SEDIU FIRMĂ PAZĂ",222,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,P,P_SV,"2024-06-10 13:23:18",1375,1356,2,15,2,872,856,1,15,0,861,11,1457,585,208,403,18,64,159,9
