precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IOVA ILIE-BEBE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DUNCA ROMEO-DAN-PARTIDUL NAȚIONAL LIBERAL-voturi","HURDUZEU FLORIN-SILVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","AXMANN DANIEL-PARTIDUL S.O.S. ROMÂNIA-voturi","PLUJAR ANDREI GEORGE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”DECEBAL”",85,"MUNICIPIUL CARANSEBEŞ",51010,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:25:17",1267,1259,2,6,0,395,389,0,6,0,373,22,1390,995,64,100,166,23,20
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC „IOSIF CORIOLAN BURACU” PRIGOR",299,PRIGOR,53577,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:59:40",776,739,0,20,17,556,519,0,20,17,530,26,811,255,45,164,287,14,20
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ” MIHAI NOVAC” ORAVIŢA",135,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:06",1143,1128,1,9,5,456,442,0,9,5,440,16,1146,688,35,135,201,39,30
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”NICOLAE STOICA DE HATEG”",277,MEHADIA,53274,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:28:39",913,863,2,30,18,530,484,0,30,16,509,21,949,419,51,135,295,14,14
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”NICOLAE STOICA DE HATEG”",276,MEHADIA,53274,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:10:22",1305,1207,4,58,36,880,784,2,58,36,853,27,1324,444,65,208,550,15,15
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”SF. DIMITRIE” TEREGOVA",337,TEREGOVA,54270,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:02",1124,1055,0,22,47,757,688,0,22,47,729,28,1164,407,40,198,479,6,6
11,CARAŞ-SEVERIN,"LICEUL TEOLOGIC BAPTIST",47,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:56",995,988,0,6,1,353,346,0,6,1,342,11,1091,738,26,190,88,11,27
11,CARAŞ-SEVERIN,"LICEUL TEOLOGIC BAPTIST",48,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:25:39",803,794,0,9,0,244,235,0,9,0,236,8,877,633,16,136,59,10,15
11,CARAŞ-SEVERIN,"LICEUL TEOLOGIC BAPTIST",45,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:39:36",1259,1251,0,7,1,436,428,0,7,1,415,21,1201,765,19,238,110,14,34
11,CARAŞ-SEVERIN,"LICEUL TEOLOGIC BAPTIST",46,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:22:30",1093,1086,2,5,0,376,371,0,5,0,365,11,1199,823,25,182,111,25,22
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”DIACONOVICI TIETZ” - ȘCOALA CU CLS I-IV",68,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:38:43",408,401,0,7,0,88,81,0,7,0,87,1,441,353,13,41,23,7,3
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”EFTIMIE MURGU” BOZOVICI",180,BOZOVICI,51573,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:10",710,652,1,5,52,387,329,1,5,52,376,11,725,338,39,50,274,5,8
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”GENERAL DRAGALINA”",133,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:57",798,790,2,6,0,343,337,0,6,0,323,20,874,531,35,120,116,30,22
11,CARAŞ-SEVERIN,"LICEUL TEORETIC TATA OANCEA",113,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:30",819,803,0,11,5,343,327,0,11,5,317,16,885,552,22,93,179,12,11
11,CARAŞ-SEVERIN,"LICEUL TEORETIC TATA OANCEA",112,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:45",1074,1058,0,11,5,428,412,0,11,5,415,13,1165,737,28,119,216,29,23
11,CARAŞ-SEVERIN,"LICEUL TEORETIC TATA OANCEA",114,"ORAŞ BOCŞA",50969,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 02:50:57",1236,1205,1,11,19,507,476,1,11,19,477,30,1327,820,32,200,210,22,13
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”TRAIAN VUIA”",36,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:12",975,970,1,4,0,313,309,0,4,0,306,7,1067,754,17,195,65,10,19
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”TRAIAN VUIA”",33,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:02",883,876,1,6,0,236,230,0,6,0,222,14,967,731,31,95,66,7,23
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”TRAIAN VUIA”",32,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:07",1188,1180,1,7,0,262,255,0,7,0,253,9,1310,1048,42,111,67,23,10
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”TRAIAN VUIA”",37,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:39",821,814,0,7,0,171,164,0,7,0,154,17,910,739,22,71,33,9,19
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”TRAIAN VUIA”",35,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:31",1028,1019,3,6,0,340,334,0,6,0,330,10,1123,783,24,194,86,4,22
11,CARAŞ-SEVERIN,"LICEUL TEORETIC ”TRAIAN VUIA”",34,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:39",1322,1315,0,7,0,392,385,0,7,0,369,23,1449,1057,25,193,96,24,31
11,CARAŞ-SEVERIN,"OCOLUL SILVIC",361,ZĂVOI,54617,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:53:34",87,66,2,19,0,60,39,2,19,0,54,6,75,15,2,39,12,0,1
11,CARAŞ-SEVERIN,"OCOLUL SILVIC ”BANATUL MONTAN” REGIE AUTONOMĂ",3,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:58",1055,1045,0,10,0,293,283,0,10,0,274,13,1153,860,29,142,73,15,15
11,CARAŞ-SEVERIN,"OFICIUL PRIMĂRIEI RUSCA",338,TEREGOVA,54270,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:03",999,936,0,10,53,675,612,0,10,53,655,20,1033,358,36,218,389,11,1
11,CARAŞ-SEVERIN,"PRIMĂRIA VECHE",282,NAIDĂŞ,53345,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:20:04",725,650,0,45,30,514,439,0,45,30,493,21,706,192,44,130,249,15,55
11,CARAŞ-SEVERIN,"PROTOPOPIAT ORTODOX ROMÂN",103,"ORAŞ BĂILE HERCULANE",50923,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:47:17",216,203,0,11,2,131,118,0,11,2,126,5,223,92,9,35,71,4,7
11,CARAŞ-SEVERIN,"SALA DE SPORT",353,VERMEŞ,54537,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:19",801,742,0,31,28,615,556,0,31,28,593,22,816,201,25,270,268,15,15
11,CARAŞ-SEVERIN,"ŞCOALA CU CLASELE I - IV",186,BUCHIN,51699,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:11:56",812,783,3,12,14,410,384,0,12,14,378,21,856,457,35,113,189,10,31
11,CARAŞ-SEVERIN,"ŞCOALA CU CLASELE I - IV",184,BREBU,51626,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:53:03",275,170,0,83,22,218,113,0,83,22,212,6,364,146,16,105,79,11,1
11,CARAŞ-SEVERIN,"ŞCOALA CU CLASELE I - IV",256,GORUIA,52954,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:08",163,125,0,34,4,118,80,0,34,4,111,7,169,51,9,28,72,1,1
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ",279,MEHADIA,53274,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:09",686,618,0,39,29,447,379,0,39,29,431,16,677,230,40,194,159,8,30
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ",280,MEHADIA,53274,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:15:28",590,527,0,41,22,409,346,0,41,22,403,6,579,170,34,76,277,4,12
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ",278,MEHADIA,53274,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:59:24",202,189,0,10,3,137,124,0,10,3,135,2,209,72,7,36,83,2,7
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ",303,PRIGOR,53577,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:09:55",136,129,0,3,4,95,88,0,3,4,89,6,142,47,10,33,41,4,1
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ CL. I-IV INELEȚ",226,CORNEREVA,52160,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:33:58",66,62,0,4,0,40,36,0,4,0,38,2,77,37,0,4,33,0,1
11,CARAŞ-SEVERIN,"ȘCOALA GENERALĂ CU CLASELE I-IV CIUTA",285,OBREJA,53372,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:11:04",304,291,0,11,2,193,180,0,11,2,186,7,320,127,16,35,100,4,31
11,CARAŞ-SEVERIN,"ȘCOALA GENERALĂ CU CLASELE I-IV IAZ",286,OBREJA,53372,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:59",644,602,2,31,9,428,388,0,31,9,417,11,673,245,92,118,188,8,11
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ RUGINOSU",216,COPĂCELE,52062,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:21",99,90,0,6,3,74,65,0,6,3,74,0,120,46,21,18,33,2,0
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA",235,DOGNECEA,52696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:14:45",621,590,1,12,18,331,301,0,12,18,329,2,659,328,2,5,321,1,0
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ",206,CIUDANOVIŢA,52035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:50",385,364,0,17,4,246,225,0,17,4,233,13,377,131,8,56,142,10,17
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”ATANASIE COJOCARU” POJEJENA",294,POJEJENA,53513,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:23",923,862,1,14,46,508,447,1,14,46,489,19,953,445,34,131,306,9,9
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ BĂNIA",161,BĂNIA,51305,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:54:37",957,874,0,53,30,754,671,0,53,30,742,12,997,243,34,120,553,17,18
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ BERLIŞTE",166,BERLIŞTE,51387,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:26:41",299,285,0,11,3,175,161,0,11,3,169,6,305,130,6,16,127,3,17
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ BIGĂR",171,BERZASCA,51449,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:16:58",179,167,2,8,2,58,48,0,8,2,55,3,185,127,4,14,34,1,2
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CĂRBUNARI",197,CĂRBUNARI,51840,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:00",526,454,0,54,18,408,336,0,54,18,395,13,563,155,55,126,188,10,16
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA CICLOVA ROMANA",199,"CICLOVA ROMÂNĂ",51948,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:13:14",986,941,2,17,26,591,547,1,17,26,573,18,1034,443,41,368,135,16,13
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CLOCOTICI",270,LUPAC,53167,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 00:22:59",716,685,2,25,4,408,378,1,25,4,364,44,750,342,0,203,53,23,85
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ COPĂCELE",214,COPĂCELE,52062,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:05:27",309,267,0,32,10,198,156,0,32,10,188,10,346,148,26,53,98,1,10
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CORNUȚEL",290,PĂLTINIŞ,53425,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:29",1025,892,1,106,26,690,557,1,106,26,655,35,1037,347,41,61,515,28,10
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ CORONINI",227,CORONINI,53489,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:46:31",1182,1141,0,27,14,890,849,0,27,14,856,34,1257,367,33,311,480,22,10
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CUPTOARE",220,CORNEA,52115,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:06",507,475,0,14,18,369,337,0,14,18,347,22,520,151,46,170,111,13,7
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ DELINEȘTI",291,PĂLTINIŞ,53425,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:38:00",405,349,0,46,10,292,236,0,46,10,290,2,470,178,4,178,99,6,3
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ FÂRLIUG",242,FÂRLIUG,52785,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:26:09",781,611,1,111,58,584,415,0,111,58,563,21,742,158,26,281,228,11,17
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ GRUNI",225,CORNEREVA,52160,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:07:06",838,801,0,6,31,533,496,0,6,31,520,13,891,358,4,122,378,6,10
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ LUPAC",269,LUPAC,53167,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:02",737,709,0,23,5,459,431,0,23,5,430,29,787,328,27,70,313,14,6
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ MACIOVA",209,"CONSTANTIN DAICOVICIU",51877,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:31:54",421,394,1,18,8,246,220,0,18,8,233,13,434,188,9,39,176,3,6
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ „MARIUS ȘANDRU”, REȘIȚA",13,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:17",934,930,0,4,0,362,358,0,4,0,354,8,1026,664,25,188,85,9,47
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ MĂURENI",274,MĂURENI,53247,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:09",1584,1542,5,3,34,817,779,1,3,34,797,20,1702,885,61,74,599,49,14
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ MEHADICA",281,MEHADICA,53327,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:43:26",608,527,0,53,28,466,385,0,53,28,425,41,580,114,33,163,193,14,22
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA ”MIHAI NOVAC” SASCA MONTANA",313,"SASCA MONTANĂ",53791,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:15",447,367,1,61,18,273,193,1,61,18,267,6,449,175,10,98,133,6,20
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ ”MIHAI PEIA”",25,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:51:35",686,685,1,0,0,259,259,0,0,0,253,6,804,545,13,146,75,5,14
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ ”MIHAI PEIA”",26,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:31:44",862,847,2,9,4,295,282,0,9,4,279,16,959,664,21,147,77,12,22
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ ”MIHAI PEIA”",24,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 03:20:03",837,823,2,11,1,344,332,0,11,1,324,8,908,576,17,178,85,11,33
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1",90,"MUNICIPIUL CARANSEBEŞ",51010,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:28:55",968,958,0,5,5,410,400,0,5,5,394,16,1056,646,57,155,150,21,11
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1",119,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:22",1203,1185,1,9,8,488,472,0,9,7,451,30,1308,827,49,153,211,19,19
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR.1",110,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:25:50",1357,1319,3,9,26,500,464,1,9,26,478,22,1453,953,32,198,218,18,12
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 12",63,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:01:08",1048,1044,0,4,0,306,302,0,4,0,301,5,1148,842,28,166,80,14,13
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 12",62,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:49",1205,1199,0,6,0,427,421,0,6,0,415,12,1200,773,27,230,115,12,31
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 12",61,"MUNICIPIUL REŞIŢA",50790,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:55:20",1146,1124,1,8,13,408,387,0,8,13,399,9,1241,833,19,230,106,14,30
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 12",64,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:04:38",931,925,0,6,0,319,313,0,6,0,310,9,1024,705,35,146,107,11,11
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 (BETON)",4,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:40",598,588,3,7,0,210,203,0,7,0,203,7,651,441,12,115,58,5,13
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 (BETON)",5,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:10",1010,1004,1,5,0,295,290,0,5,0,285,10,1112,817,29,144,83,9,20
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 BOCŞA",108,"ORAŞ BOCŞA",50969,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:26",1331,1312,4,10,5,552,537,0,10,5,505,32,1451,914,22,179,270,19,15
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 BOCŞA",109,"ORAŞ BOCŞA",50969,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:11:57",1090,1072,1,9,8,460,446,0,9,5,458,2,1184,724,30,181,203,26,18
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 BOCŞA - SALA DE SPORT",111,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:45",1313,1298,1,1,13,569,554,1,1,13,537,32,1431,862,40,201,258,26,12
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 (CASA MUNCITOREASCĂ)",7,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:00:03",997,988,2,7,0,213,206,0,7,0,202,11,1094,881,22,108,48,7,17
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 1 (CASA MUNCITOREASCĂ)",6,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:31",1387,1383,0,4,0,453,449,0,4,0,441,12,1528,1075,50,241,96,16,38
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ NR.1 CELNIC ( FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL NR. 2 ORAȘUL NOU)",96,"ORAŞ ANINA",50889,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:45",605,595,0,9,1,200,190,0,9,1,192,8,658,458,24,64,81,13,10
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR.1 OȚELU ROȘU - SALA DE SPORT",153,"ORAŞ OŢELU ROŞU",51207,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:06",336,327,0,8,1,137,128,0,8,1,133,4,361,224,10,25,77,7,14
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",12,"MUNICIPIUL REŞIŢA",50790,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:08:12",1110,1104,1,4,1,458,453,0,4,1,444,9,1220,762,20,250,132,7,35
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",82,"MUNICIPIUL CARANSEBEŞ",51010,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:10:33",1359,1348,1,10,0,543,533,0,10,0,522,20,1487,945,63,179,225,24,31
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",11,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:52",1177,1156,5,6,10,480,464,0,6,10,468,12,1205,725,27,273,138,6,24
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",10,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:52:35",1045,1033,8,4,0,361,356,1,4,0,336,21,1141,780,36,162,99,13,26
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2",83,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:06",993,981,2,10,0,430,420,0,10,0,409,21,1084,654,45,103,209,16,36
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 2 BOCŞA",116,"ORAŞ BOCŞA",50969,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 02:44:57",1356,1338,1,9,8,632,615,0,9,8,565,67,1473,841,14,293,238,12,8
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ NR.2 STEIERDORF",100,"ORAŞ ANINA",50889,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:29:17",1080,1053,3,11,13,436,410,2,11,13,406,30,1053,617,45,172,147,21,21
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ NR.3 BRĂDET",102,"ORAŞ ANINA",50889,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:47:17",311,306,0,4,1,130,125,0,4,1,125,5,339,208,4,74,45,0,2
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ NR. 3 ORAVIŢA",132,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:21",976,965,0,8,3,410,399,0,8,3,396,14,1016,606,31,163,151,29,22
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 5",1,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:44:13",1262,1229,1,26,6,395,363,0,26,6,380,15,1356,961,28,195,110,29,18
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR.5",2,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:59:26",553,544,1,8,0,167,159,0,8,0,163,4,620,453,8,76,66,4,9
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP A",52,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:49",972,963,2,7,0,308,301,0,7,0,298,10,1064,756,15,157,91,9,26
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP A",49,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:46:48",1224,1216,0,8,0,433,425,0,8,0,420,13,1210,777,32,241,112,14,21
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP A",50,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:55",1026,1020,0,6,0,290,284,0,6,0,284,6,1132,842,14,159,70,14,27
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 7,CORP A",51,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:20:09",1359,1353,1,5,0,512,507,0,5,0,498,14,1492,980,31,270,147,17,33
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 8",74,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:07:15",1003,990,0,12,1,391,378,0,12,1,372,15,1097,710,41,123,175,7,26
