precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CATI HRISTU-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞAPTE SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
14,CONSTANŢA,"GRĂDINIȚA CU ORAR NORMAL COGEALAC",405,COGEALAC,61372,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:09",1618,1506,1,85,26,1229,1117,1,85,26,1118,26,1658,514,745,373
14,CONSTANŢA,"SCOALA GIMNAZIALA ” CRISTEA CARAMAN” COGEALAC",406,COGEALAC,61372,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:13:10",1378,1268,0,84,26,1006,896,0,84,26,976,28,1396,329,664,312
14,CONSTANŢA,"ȘCOALA GIMNAZIALA NUMARUL 1 RÂMNICU DE JOS",407,COGEALAC,61372,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:32:23",690,655,0,25,10,439,404,0,25,10,427,12,722,283,297,130
14,CONSTANŢA,"ȘCOALA GIMNAZIALA NUMARUL 2 TARIVERDE",408,COGEALAC,61372,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:40:21",866,840,0,15,11,604,578,0,15,11,590,14,921,317,426,164
